EventID,EventTemplate,Occurrence
E88,"ARPT: <*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>",6
E89,<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,6
E90,<*>::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,6
E91,<*>(<*>) deny mach-lookup com.apple.networking.captivenetworksupport,6
E92,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",6
E93,ARPT: <*>: wlc_dump_aggfifo:,6
E94,doSaveChannels@<*>: Will write to: <*>,6
E95,AirPort: Link Down on en0. Reason <*> (Disassociated because station leaving).,5
E96,"RTC: Maintenance <*>, sleep <*>",5
E97,en0: <*> country code set to '<*>'.,5
E98,"SecOSStatusWith error:[<*>] Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",5
E99,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<*>].],5
E100,Wake reason: RTC (Alarm),5
E101,[<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,5
E102,sigio_handler: sigio_handler_active != <*>,5
E103,<IMMacNotificationCenterManager: <*>: NC Disabled: NO,5
E104,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*>,5
E105,"ARPT: <*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>, last RSSI <*>",4
E106,AirPort: Link Up on en0,4
E107,"securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",4
E108,ARPT: <*>: wl0: MDNS: IPV4 Addr: <*>,4
E109,Captive: CNPluginHandler en0: Evaluating,4
E110,[<*>:WARNING:dns_config_service_posix.cc(<*>)] Failed to read DnsConfig.,4
E111,Saw change in network reachability (isReachable=<*>),4
E112,"pages <*>, wire <*>, act <*>, inact <*>, cleaned <*> spec <*>, zf <*>, throt <*>, compr <*>, xpmapped <*>",4
E113,<*> | I | VoipWrapper | DAVEngineImpl.cpp:<*>:Close | close video chat. llFriendUIN = <*>.,4
E114,ARPT: <*>: wl0: setup_keepalive: Local IP: <*>,4
E115,TBT W (<*>): <*> [x],4
E116,[<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,4
E117,Captive: CNPluginHandler en0: Inactive,4
E118,<*> : BTLE scanner Powered Off,4
E119,Sandbox: <*>(<*>) deny(<*>) mach-lookup <*>,4
E120,[<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,4
E121,"NETWORK: no response from server, reachability, <*>, queryRetries, <*>",4
E122,en0: Supported channels <*>,4
E123,ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>,4
E124,-[SOAPParser:<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),4
E125,-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID,4
E126,[<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.,3
E127,mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>),3
E128,mDNS_RegisterInterface: Frequent transitions for interface en0 (<*>),3
E129,Captive: [CNInfoNetworkActive:<*>] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),3
E130,tcp_connection_destination_perform_socket_connect <*> connectx to <*>@<*> failed: [<*>] Network is down,3
E131,[HID] [MT] AppleMultitouchDevice::willTerminate entered,3
E132,"device_generate_desktop_screenshot: authw <*>(<*>), shield <*>(<*>)",3
E133,network changed: DNS* Proxy,3
E134,"ARPT: <*>: IOPMPowerSource Information: onWake, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': <*>,",3
E135,"device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] shield <*>(<*>), dev [<*>,<*>]",3
E136,<*> ksfetch[<*>] [lvl=<*>] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,3
E137,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",3
E138,wake time set <*> s,3
E139,"IOPMrootDomain: idle cancel, state <*>",3
E140,"Opened file <*>, size <*>, extents <*>, maxio <*> ssd <*>",3
E141,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> to complete, <*> reads >= <*> sec.",3
E142,"CCLogTap::profileRemoved, Owner: com.apple.iokit.<*>, Name: <*>",3
E143,network changed: <*>(<*>) DNS- Proxy-,3
E144,assertion failed: <*> [<*>]: <*>,3
E145,"polled file major <*>, minor <*>, blocksize <*>, pollers <*>",3
E146,Wake reason: ARPT (Network),3
E147,"CCFile::captureLog Received Capture notice id: <*>, reason = AssocFail:sts:<*>_rsn:<*>",3
E148,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""<*>""",3
E149,CGXDisplayDidWakeNotification [<*>]: posting kCGSDisplayDidWake,3
E150,Peripheral manager is not powered on,3
E151,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,3
E152,"DB Error: <*> ""no such table: <*>""",3
E153,[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>] to failed operations.],3
E154,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.<*>"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent",3
E155,mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*>),2
E156,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",2
E157,CCXPCService::setStreamEventHandler Registered for notification callback.,2
E158,hibernate_page_list_setall found pageCount <*>,2
E159,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,2
E160,<*> : Discoverable mode changed to Off,2
E161,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.",2
E162,<*> ksfetch[<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to folder:<*>,2
E163,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}",2
E164,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",2
E165,Wake reason: ?,2
E166,<*> : BTLE scanning stopped,2
E167,<*> : Purged contact hashes,2
E168,<*> : BTLE scanning started,2
E169,ARPT: <*>: ARPT: Wake Reason: Wake on TCP Timeout,2
E170,"hibernate_alloc_pages act <*>, inact <*>, anon <*>, throt <*>, spec <*>, wire <*>, wireinit <*>",2
E171,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>,2
E172,"Unexpected payload found for message <*>, dataLen <*>",2
E173,<*> : Starting AirDrop server for user <*> on wake,2
E174,[<*>] <<<< CRABS >>>> crabsFlumeHostUnavailable: [<*>] Byte flume reports host unavailable.,2
E175,hibernate image path: <*>,2
E176,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,2
E177,"hibernate_machine_init pagesDone <*> sum2 <*>, time: <*> ms, disk(<*>) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s",2
E178,hibernate_machine_init reading,2
E179,hibernate_setup(<*>) took <*> ms,2
E180,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****,2
E181,INIT -- Host controller is published,2
E182,BuildActDeviceEntry exit,2
E183,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,2
E184,[BluetoothHIDDeviceController] EventServiceConnectedCallback,2
E185,BuildActDeviceEntry enter,2
E186,"[Accounts] Current connection, <NSXPCConnection: <*> connection from pid <*>, doesn't have account access.",2
E187,"[Accounts] Failed to update account with identifier <*>, error: Error Domain=ABAddressBookErrorDomain Code=<*> ""(<*>)""",2
E188,"hibernate_newruntime_map time: <*> ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>",2
E189,<IMMacNotificationCenterManager: <*>: DND Enabled: NO,2
E190,"ARPT: <*>: IOPMPowerSource Information: onWake, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",2
E191,IOHibernatePollerOpen(<*>),2
E192,"bitmap_size <*>, previewSize <*>, writing <*> pages @ <*>",2
E193,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,2
E194,AppleActuatorHIDEventDriver: stop,2
E195,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = <*> -- <*> ****,2
E196,Unable to start NetBIOS name service:,2
E197,ChromeExistion main isUndetectWithCommand = <*>,2
E198,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=<*>,2
E199,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""<*>""",2
E200,"Page bounds {{<*>, <*>} {<*>, <*>}}",2
E201,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]>"", ""<NSLayoutConstraint:<*> H:|-(<*>)-[NSImageView:<*>] (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)] (Names: PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSImageView:<*>]-(<*>)-[NSTextField:<*>]>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(<*>)-| (Names: PageItemCell:<*>, '|':PageItemCell:<*> )>"", ""<NSLayoutConstraint:<*> H:[NSTextField:<*>]-(>=NSSpace(<*>))-[NSTextField:<*>]>"" ) Will attempt to recover by breaking constraint <NSLayoutConstraint:<*> H:[NSImageView:<*>(<*>)]> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",2
E202,"CCDataTap::profileRemoved, Owner: <*>, Name: <*>",2
E203,Unrecognized XSSimpleTypeDefinition: OneOff,2
E204,Session <*> destroyed,2
E205,efi pagecount <*>,2
E206,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,2
E207,"network_reachability_changed : network is not reachable, netbiosd is shutting down",1
E208,<*> : BTLE discovered device with hash <*>,1
E209,<*> : Finished generating hashes,1
E210,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,1
E211,PMStats: Hibernate read took <*> ms,1
E212,"VDCAssistant: Found a camera (<*>) , but was not able to start it up (<*> -- (os/kern) successful)",1
E213,handle_will_sleep_auth_and_shield_windows: Reordering authw <*>(<*>) (lock state: <*>),1
E214,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >",1
E215,WARNING: Type1 font data isn't in the correct format required by the Adobe Type <*> Font Format specification.,1
E216,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>,1
E217,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=""<*>""> errors=<*> >",1
E218,mDNS_RegisterInterface: Frequent transitions for interface awdl0 (<*>),1
E219,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '<*>' with process id: <*>,1
E220,host connection <NSXPCConnection: <*> connection from pid <*> invalidated,1
E221,Error in CoreDragRemoveReceiveHandler: <*>,1
E222,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1
E223,enabling pid=<*> for plug-in com.apple.ncplugin.weather(<*>) <*>,1
E224,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=<*> lockFile=<KSLockFile:<*> path=<*> locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >,1
E225,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,1
E226,Internal name did not resolve to internal address!,1
E227,Service exited with abnormal code: <*>,1
E228,Central manager is not powered on,1
E229,<IMMacNotificationCenterManager: <*>: DND Enabled: YES,1
E230,network changed: <*>(<*>) <*>(<*>) DNS Proxy SMB,1
E231,tcp_connection_destination_perform_socket_connect <*> connectx to <*>@<*> failed: [<*>] Network is unreachable,1
E232,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*>] Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}",1
E233,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****,1
E234,hciControllerOnline; HID devices? <*>,1
E235,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': <*>,",1
E236,AppleActuatorHIDEventDriver: message service is terminated,1
E237,"CCFile::captureLog Received Capture notice id: <*>, reason = DeauthInd:sts:<*>_rsn:<*>",1
E238,payload Data <*>,1
E239,"hibernate_teardown: wired_pages <*>, free_pages <*>, active_pages <*>, inactive_pages <*>, speculative_pages <*>, cleaned_pages <*>, compressor_pages <*>",1
E240,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,1
E241,(ImportBailout.Error:<*>) Asked to exit for Diskarb,1
E242,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:<*> path=<*> url=<*> creationDate=<*> ticketVersion=<*> > )} Using server: <KSOmahaServer:<*> engine=<KSUpdateEngine:<*> >,1
E243,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>,1
E244,Checking iCDP status for DSID <*> (checkWithServer=<*>),1
E245,network changed: DNS*,1
E246,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '<*>' with the requirement 'anchor apple generic and certificate <*>[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=""<*>"" and (identifier=""com.google.Keystone"")'",1
E247,<*> ksfetch[<*>] [lvl=<*>] main() ksfetch done fetching.,1
E248,network changed: <*>(<*>!:<*>) DNS+ Proxy+ SMB,1
E249,extension com.apple.ncplugin.WorldClock -> (<*>),1
E250,Session <*> created,1
E251,kern_open_file_for_direct_io took <*> ms,1
E252,"PM response took <*> ms (<*>, WeChat)",1
E253,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '<*>' is not a valid type name.,1
E254,objc[<*>]: Class TSUAtomicLRUCache is implemented in both <*> and <*> One of the two will be used. Which one is undefined.,1
E255,Invalidating watch set.,1
E256,objc[<*>]: Class TSUCustomFormatData is implemented in both <*> and <*> One of the two will be used. Which one is undefined.,1
E257,<*> : Started generating hashes,1
E258,<*>-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,1
E259,<*>-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1
E260,[<*>] (Fig) signalled err=<*>,1
E261,[<*>] <<<< CRABS >>>> crabsWaitForLoad: [<*>] Wait time out - <*> (msRequestTimeout <*>),1
E262,Failed to stop a scan - central is not powered on: <*>,1
E263,Wake reason: EC.SleepTimer (SleepTimer),1
E264,vm_compressor_fastwake_warmup (<*> - <*>) - starting,1
E265,<IMMacNotificationCenterManager: <*>: Updating enabled: YES (Topics: (<*>)),1
E266,<*> ksfetch[<*>] [lvl=<*>] main() Fetcher received a request: <NSMutableURLRequest: <*> { URL: <*> },1
E267,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1
E268,<IMMacNotificationCenterManager: <*>: notification observer: com.apple.FaceTime notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification},1
E269,CCProfileMonitor::freeResources done,1
E270,Daemon connection invalidated!,1
E271,"hibernate_machine_init: state <*>, image pages <*>, sum was <*>, imageSize <*>, image1Size <*>, conflictCount <*>, nextFree <*>",1
E272,hibernate_rebuild completed - took <*> msecs,1
E273,AppleActuatorDevice::stop Entered,1
E274,AppleActuatorDevice::start Entered,1
E275,"CCFile::captureLog Received Capture notice id: <*>, reason = RoamFail:sts:<*>_rsn:<*>",1
E276,en0: manual intervention required!,1
E277,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""<*>""",1
E278,<IMMacNotificationCenterManager: <*>: Updating enabled: NO (Topics: ( )),1
E279,"arp_client_transmit(<*>) failed, Network is down (<*>)",1
E280,"booter start at <*> ms smc <*> ms, [<*>, <*>, <*>] total <*> ms, dsply <*>, <*> ms, tramp <*> ms",1
