Content,Tmps,EventTemplate
visible is system.message.count gt 0,<LOG>{{system.message.count}} message(s) visible</LOG>,visible is system.message.count gt <*>
mVisiblity.getValue is false,mVisiblity.getValue is {{boolean}},mVisiblity.getValue is <*>
visible is system.ownerinfo.show,visible is system.ownerinfo.show\,visible is system.ownerinfo.show
mVisiblity.getValue is false,mVisiblity.getValue is {{boolean}},mVisiblity.getValue is <*>
"release:lock=233570404, flg=0x0, tag=""View Lock"", name=com.android.systemui"", ws=null, uid=10037, pid=2227","release:lock={{release_id}}, flg=0x{{flag}}, tag=""{{tag}}"", name=""{{app_name}}"", ws={{workspace}}, uid={{uid}}, pid={{pid}}","release:lock=<*>, flg=<*>, tag=""View Lock"", name=com.android.systemui"", ws=<*>, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x23,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
Skipping AppWindowToken{df0798e token=Token{78af589 ActivityRecord{3b04890 u0 com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity t761}}} -- going to hide,Skipping AppWindowToken{token=Token{activity_token} ActivityRecord{activity_process_id u0 activity_package t761}} -- going to hide,Skipping AppWindowToken{df0798e token=Token{78af589 ActivityRecord{3b04890 u0 com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity t761}}} -- going to hide
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-24.0","updateClipping isOverlap:false, getTopPadding=333.0, Translation={{translation}}","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap: {{overlap}},updateDimmedActivatedHideSensitive overlap:<*>
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller {{caller_id}} does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702","release:lock={{lock_id}}, flg=0x0, tag=""*{{tag}}"", name=""{{app_name}}"", ws={{ws}}, uid={{uid}}, pid={{pid}}","release:lock=<*>, flg=<*>, tag=""*launch*"", name=android"", ws=WorkSource{<*>}, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x23,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)", function calls. The function call sets the system UI visibility with various parameters such as ,"setSystemUiVisibility vis=<*> mask=ffffffff oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
cancelAutohide,cancelAutohide,cancelAutohide
"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500","notifyUiVisibilityChanged:vis={{vis_hex}}, SystemUiVisibility={{system_ui_visibility_hex}}","notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>"
Destroying surface Surface(name=SurfaceView - com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroyDeferredSurfaceLocked:942 com.android.server.wm.WindowManagerService.performDeferredDestroyWindow:3407 com.android.server.wm.Session.performDeferredDestroy:225 android.view.IWindowSession$Stub.onTransact:398 com.android.server.wm.Session.onTransact:136 android.os.Binder.execTransact:565 <bottom of call stack> <bottom of call stack>,"LogMessage(caller=com.android.server.wm.WindowStateAnimator, calledMethod=destroyDeferredSurfaceLocked:942, calledFrom=com.android.server.wm.WindowManagerService.performDeferredDestroyWindow:3407, calledFromFrom=com.android.server.wm.Session.performDeferredDestroy:225, target=Surface(name=SurfaceView - com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity))",Destroying surface Surface(name=SurfaceView - com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroyDeferredSurfaceLocked:<*> com.android.server.wm.WindowManagerService.performDeferredDestroyWindow:<*> com.android.server.wm.Session.performDeferredDestroy:<*> android.view.IWindowSession$Stub.onTransact:<*> com.android.server.wm.Session.onTransact:<*> android.os.Binder.execTransact:<*> <bottom of call stack> <bottom of call stack>
Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowManagerService.tryStartExitingAnimation:3299 com.android.server.wm.WindowManagerService.relayoutWindow:3179 com.android.server.wm.Session.relayout:215 android.view.IWindowSession$Stub.onTransact:286 com.android.server.wm.Session.onTransact:136,Destroying surface Surface(name={{surface_name}}) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 {other_methods} com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:<*> com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:<*> com.android.server.wm.WindowState.destroyOrSaveSurface:<*> com.android.server.wm.WindowManagerService.tryStartExitingAnimation:<*> com.android.server.wm.WindowManagerService.relayoutWindow:<*> com.android.server.wm.Session.relayout:<*> android.view.IWindowSession$Stub.onTransact:<*> com.android.server.wm.Session.onTransact:<*>
"release:lock=62617001, flg=0x0, tag=""WindowManager"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702","release:lock={{lock_id}}, flg=0x0, tag=""*{{tag}}"", name=""{{app_name}}"", ws={{ws}}, uid={{uid}}, pid={{pid}}","release:lock=<*>, flg=<*>, tag=""*launch*"", name=android"", ws=WorkSource{<*>}, uid=<*>, pid=<*>"
"userActivityNoUpdateLocked: eventTime=261843648, event=0, flags=0x1, uid=1000","userActivityNoUpdateLocked: eventTime={{eventTime}}, event={{event}}, flags=0x{{flags}}, uid={{uid}}","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"orientation change is complete, call stopFreezingDisplayLocked","orientation change is complete, calls stopFreezingDisplayLocked","orientation change is complete, call stopFreezingDisplayLocked"
Screen frozen for +1s0ms due to Window{ca98d5 u0 com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity},Screen frozen for {{duration}} due to Window{{processId}} {{packageName}}/{{activity}},Screen frozen for <*> due to <*> <*>
startAnimation begin,startAnimation begin,startAnimation begin
startAnimation end,startAnimation {{time_stamp}} endAnimation,startAnimation end
"release:lock=226887582, flg=0x0, tag=""SCREEN_FROZEN"", name=android"", ws=null, uid=1000, pid=1702","release:lock={{lock_id}}, flg=0x0, tag=""*{{tag}}"", name=""{{app_name}}"", ws={{ws}}, uid={{uid}}, pid={{pid}}","release:lock=<*>, flg=<*>, tag=""*launch*"", name=android"", ws=WorkSource{<*>}, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
remove(PendingIntent{19abed0: PendingIntentRecord{a485420 com.tencent.qt.qtl broadcastIntent}}) changed bounds; rebatching,remove(PendingIntent{{intent_id}} changed bounds; rebatching),remove(PendingIntent{19abed0: PendingIntentRecord{a485420 com.tencent.qt.qtl broadcastIntent}}) changed bounds; rebatching
"rotationForOrientationLw(orient=1, last=0); user=0 USER_ROTATION_LOCKED","rotationForOrientationLw(orient={{orient}}, last={{last}}); user={{user}} USER_ROTATION_LOCKED","rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED"
"Application requested orientation 1, got rotation 0 which has compatible metrics","Application requested orientation {{orientation}}, got rotation 0 which has compatible metrics","Application requested orientation <*>, got rotation <*> which has compatible metrics"
"acquire lock=166121161, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626","acquire lock={{lock_id}}, flags=0x1, tag=""{{tag}}"", name={{process_name}}, ws={{ws}}, uid={{uid}}, pid={{pid}}","acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
shouldBlockLocation running ...,shouldBlockLocation {{location}},shouldBlockLocation <*>
shouldBlockLocation  ret:false,shouldBlockLocation ret: {{ret}},shouldBlockLocation ret:<*>
shouldBlockLocation running ...,shouldBlockLocation {{location}},shouldBlockLocation <*>
shouldBlockLocation  ret:false,shouldBlockLocation ret: {{ret}},shouldBlockLocation ret:<*>
getNeighboringCellInfo calling app is com.amap.android.ams,getNeighboringCellInfo calling app is {{app}},getNeighboringCellInfo calling app is <*>
shouldBlockLocation running ...,shouldBlockLocation {{location}},shouldBlockLocation <*>
shouldBlockLocation  ret:false,shouldBlockLocation ret: {{ret}},shouldBlockLocation ret:<*>
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
shouldBlockLocation running ...,shouldBlockLocation {{location}},shouldBlockLocation <*>
shouldBlockLocation  ret:false,shouldBlockLocation ret: {{ret}},shouldBlockLocation ret:<*>
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"release:lock=166121161, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626","release:lock={{lock_id}}, flg=0x0, tag=""*{{tag}}"", name=""{{app_name}}"", ws={{ws}}, uid={{uid}}, pid={{pid}}","release:lock=<*>, flg=<*>, tag=""*launch*"", name=android"", ws=WorkSource{<*>}, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
shouldBlockLocation running ...,shouldBlockLocation {{location}},shouldBlockLocation <*>
shouldBlockLocation  ret:false,shouldBlockLocation ret: {{ret}},shouldBlockLocation ret:<*>
"release:lock=264232593, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0","release:lock={{lock_id}}, flg=0x0, tag=""*{{tag}}"", name=""{{app_name}}"", ws={{ws}}, uid={{uid}}, pid={{pid}}","release:lock=<*>, flg=<*>, tag=""*launch*"", name=android"", ws=WorkSource{<*>}, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""{{service}}.WakeLocks""","Releasing suspend blocker ""PowerManagerService.WakeLocks""."
HBM brightnessIn =38,HBM brightnessIn={{number}},HBM brightnessIn =<*>
HBM brightnessOut =38,HBM brightnessOut = {{brightness}},HBM brightnessOut =<*>
"Animating brightness: target=38, rate=200","Animating brightness: target={{target}}, rate={{rate}}","Animating brightness: target=<*>, rate=<*>"
"userActivityNoUpdateLocked: eventTime=261849942, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime={{eventTime}}, event={{event}}, flags=0x{{flags}}, uid={{uid}}","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
suspendAutohide,suspendAutohide,suspendAutohide
interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,interceptKeyTq keycode={{keycode}} interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,interceptKeyTq keycode=<*> interactive=<*> keyguardActive=<*> policyFlags=2b000002 down <*> canceled <*>
"interceptKeyBeforeQueueing: key 4 , result : 1","interceptKeyBeforeQueueing: key {{key}} , result : {{result}}","interceptKeyBeforeQueueing: key <*> , result : <*>"
"userActivityNoUpdateLocked: eventTime=261849949, event=1, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime={{eventTime}}, event={{event}}, flags=0x{{flags}}, uid={{uid}}","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=true, policy=3, wakefulness={{wakefulness_value}}, wksummary=0x{{wksummary_hex}}, uasummary=0x{{uasummary_hex}}, bootcompleted=true, boostinprogress=false, waitmodeenable=false, mode=false, manual=38, auto=-1, adj=0.0, userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
resumeSuspendedAutohide,resumeSuspendedAutohide,resumeSuspendedAutohide
interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,,interceptKeyTq keycode=<*> interactive=<*> keyguardActive=<*> policyFlags=2b000002 down <*> canceled <*>
"interceptKeyBeforeQueueing: key 4 , result : 1","interceptKeyBeforeQueueing: key {{key}} , result : {{result}}","interceptKeyBeforeQueueing: key <*> , result : <*>"
querySoundEffectsEnabled...,querySoundEffectsEnabled...,querySoundEffectsEnabled...
