Log,EventTemplate,LoggingStatement,LogTemplate
"20171223-22:15:32:145|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7011##548365##8661##12646##27175461
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7011"", ""548365"", ""8661"", ""12646"", ""27175461"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:32:147|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7012##548365##8661##12741##27176464
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=1514038440000##7012##548365##8661##12741##27176464"")",setTodayTotalDetailSteps=1514038440000##7012##548365##8661##12741##27176464
"20171223-22:15:32:647|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7012##548365##8661##12741##27176464
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7012"", ""548365"", ""8661"", ""12741"", ""27176464"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:32:648|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7013##548365##8661##12836##27176966
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7013"", ""548365"", ""8661"", ""12836"", ""27176966"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:33:144|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7013##548365##8661##12836##27176966
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7013"", ""548365"", ""8661"", ""12836"", ""27176966"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:33:144|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7014##548365##8661##12931##27177463
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<>##<>##<>##<>##<>"", ""1514038440000"", ""7014"", ""548365"", ""8661"", ""12931"", ""27177463"")",setTodayTotalDetailSteps=<>##<>##<>##<>##<>
"20171223-22:15:33:643|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7014##548365##8661##12931##27177463
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7014"", ""548365"", ""8661"", ""12931"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:33:644|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7015##548365##8661##13026##27177962
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7015"", ""548365"", ""8661"", ""13026"", ""27177962"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:34:723|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF
",onReceive action: android.intent.action.SCREEN_OFF,"Logging statement: logger.info(""onReceive action: <*>"", ""android.intent.action.SCREEN_OFF"")",onReceive action: <*>
"20171223-22:15:35:11|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7015##548365##8661##13026##27177962
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7015"", ""548365"", ""8661"", ""13026"", ""27177962"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:12|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7017"", ""548365"", ""8661"", ""13121"", ""27179330"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:23|Step_StandReportReceiver|30002312|screen status unknown,think screen on
","screen status unknown,think screen on","Logging statement: logger.info(""screen status unknown, think screen on"")","screen status unknown, think screen on"
"20171223-22:15:35:96|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON
",onReceive action: android.intent.action.SCREEN_ON,"Logging statement: logger.info(""onReceive action: <*>"", ""android.intent.action.SCREEN_ON"")",onReceive action: <*>
"20171223-22:15:35:97|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON
",processHandleBroadcastAction action:android.intent.action.SCREEN_ON,"Logging statement: logger.info(""processHandleBroadcastAction action:<*>"", ""android.intent.action.SCREEN_ON"")",processHandleBroadcastAction action:<*>
"20171223-22:15:35:98|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13121##27179330
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7017"", ""548365"", ""8661"", ""13121"", ""27179330"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:98|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7017"", ""548365"", ""8661"", ""13216"", ""27179417"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:413|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13216##27179417
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7017"", ""548365"", ""8661"", ""13216"", ""27179417"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:413|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7018"", ""548365"", ""8661"", ""13311"", ""27179732"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:36:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7018##548365##8661##13311##27179732
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7018"", ""548365"", ""8661"", ""13311"", ""27179732"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:36:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7019"", ""548365"", ""8661"", ""13406"", ""27180468"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:36:657|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7019##548365##8661##13406##27180468
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug("" getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7019"", ""548365"", ""8661"", ""13406"", ""27180468"")", getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:36:657|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7020"", ""548365"", ""8661"", ""13501"", ""27180976"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:37:652|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7020##548365##8661##13501##27180976
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7020"", ""548365"", ""8661"", ""13501"", ""27180976"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:37:653|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7021"", ""548365"", ""8661"", ""13596"", ""27181971"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:37:671|Step_StandReportReceiver|30002312|REPORT : 7021 5012 150389 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*>"", ""7021"", ""5012"", ""150389"", ""240"")",REPORT : <*> <*> <*>
"20171223-22:15:38:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7021"", ""548365"", ""8661"", ""13596"", ""27181971"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:38:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7022"", ""548365"", ""8661"", ""13691"", ""27182468"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:38:653|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7022"", ""548365"", ""8661"", ""13691"", ""27182468"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:38:654|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7023"", ""548365"", ""8661"", ""13786"", ""27182973"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:39:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7023"", ""548365"", ""8661"", ""13786"", ""27182973"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:39:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7024"", ""548365"", ""8661"", ""13881"", ""27183469"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:39:655|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7024"", ""548365"", ""8661"", ""13881"", ""27183469"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:39:656|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7025"", ""548365"", ""8661"", ""13976"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:40:652|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7025"", ""548365"", ""8661"", ""13976"", ""27183974"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:40:653|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7026"", ""548365"", ""8661"",""14071"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:41:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7026"", ""548365"", ""8661"", ""14071"", ""27184972"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:41:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7027"", ""548365"", ""8661"", ""14166"", ""27185467"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:41:658|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7027##548365##8661##14166##27185467
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7027"", ""548365"", ""8661"", ""14166"", ""27185467"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:41:658|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7028"", ""548365"", ""8661"", ""14261"", ""27185977"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:42:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7028##548365##8661##14261##27185977
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7028"", ""548365"", ""8661"", ""14261"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:42:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7029"", ""548365"", ""8661"", ""14356"", ""27186469"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:43:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7029##548365##8661##14356##27186469
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7029"", ""548365"", ""8661"", ""14356"", ""27186469"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:43:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7030"", ""548365"", ""8661"", ""14451"", ""27187468"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:43:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7030##548365##8661##14451##27187468
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7030"", ""548365"", ""8661"", ""14451"", ""27187468"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:43:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7031"", ""548365"", ""8661"", ""14546"", ""27187968"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:44:152|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7031##548365##8661##14546##27187968
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7031"", ""548365"", ""8661"", ""14546"", ""27187968"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:44:152|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7032"", ""548365"", ""8661"", ""14641"", ""27188471"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:45:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7032##548365##8661##14641##27188471
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7032"", ""548365"", ""8661"", ""14641"", ""27188471"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:45:150|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7033"", ""548365"", ""8661"", ""14736"", ""27189469"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:45:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7033##548365##8661##14736##27189469
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"",""7033"",""548365"",""8661"",""14736"",""27189469"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:45:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7034"", ""548365"", ""8661"", ""14831"", ""27189969"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:46:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7034##548365##8661##14831##27189969
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7034"", ""548365"", ""8661"", ""14831"", ""27189969"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:46:150|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps= <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7035"", ""548365"", ""8661"", ""14926"", ""27190469"")",setTodayTotalDetailSteps= <*>##<*>##<*>##<*>##<*>
"20171223-22:15:46:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7035##548365##8661##14926##27190469
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7035"", ""548365"", ""8661"", ""14926"", ""27190469"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:46:651|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7036"", ""548365"", ""8661"", ""15021"", ""27190970"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:47:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7036##548365##8661##15021##27190970
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7036"", ""548365"", ""8661"", ""15021"", ""27190970"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:47:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7037"", ""548365"", ""8661"", ""15116"", ""27191969"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
