Log,EventTemplate,LoggingStatement,LogTemplate
"17/06/09 20:10:42 INFO executor.Executor: Starting executor ID 5 on host mesos-slave-07
",Starting executor ID <*> on host <*>,"Logging statement: logger.info(""Starting executor ID {} on host {}"", 5, ""mesos-slave-07"")",Starting executor ID <*> on host <*>
"17/06/09 20:10:42 INFO util.Utils: Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 40984.
",Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port <*>.,"Logging statement: logger.info(""Successfully started service '{}' on port {}"", ""org.apache.spark.network.netty.NettyBlockTransferService"", 40984)",Successfully started service '<*>' on port <*>
"17/06/09 20:10:42 INFO netty.NettyBlockTransferService: Server created on 40984
",Server created on <*>,"Logging statement: logger.info(""Server created on {}"", 40984)",Server created on <*>
"17/06/09 20:10:42 INFO storage.BlockManagerMaster: Trying to register BlockManager
",Trying to register BlockManager,"Logging statement: logger.info(""Trying to register BlockManager"")",Trying to register BlockManager
"17/06/09 20:10:42 INFO storage.BlockManagerMaster: Registered BlockManager
",Registered BlockManager,"Logging statement: logger.info(""Registered BlockManager"")",Registered BlockManager
"17/06/09 20:10:45 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 0
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 0)",Got assigned task <*>
"17/06/09 20:10:45 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 1)",Got assigned task <*>
"17/06/09 20:10:45 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 2
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 2)",Got assigned task <*>
"17/06/09 20:10:45 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 3
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 3)",Got assigned task <*>
"17/06/09 20:10:45 INFO executor.Executor: Running task 0.0 in stage 0.0 (TID 0)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""0.0"", ""0.0"", ""0"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:45 INFO executor.Executor: Running task 2.0 in stage 0.0 (TID 2)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""2.0"", ""0.0"", ""2"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:45 INFO executor.Executor: Running task 1.0 in stage 0.0 (TID 1)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""1.0"", ""0.0"", ""1"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:45 INFO executor.Executor: Running task 3.0 in stage 0.0 (TID 3)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""3.0"", ""0.0"", ""3"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:45 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 4
",Got assigned task <*>,"Logging statement: logger.info(""Got assigned task {}"", 4)",Got assigned task <*>
"17/06/09 20:10:45 INFO executor.Executor: Running task 4.0 in stage 0.0 (TID 4)
",Running task <*> in stage <*> (TID <*>),"Logging statement: logger.info(""Running task {} in stage {} (TID {})"", ""4.0"", ""0.0"", ""4"")",Running task <*> in stage <*> (TID <*>)
"17/06/09 20:10:45 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 9
",Started reading broadcast variable <*>,"Logging statement: logger.info(""Started reading broadcast variable {}"", 9)",Started reading broadcast variable <*>
"17/06/09 20:10:45 INFO storage.MemoryStore: Block broadcast_9_piece0 stored as bytes in memory (estimated size 5.2 KB, free 5.2 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""broadcast_9_piece0"", ""5.2 KB"", ""5.2 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:45 INFO broadcast.TorrentBroadcast: Reading broadcast variable 9 took 160 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", 9, 160)",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:46 INFO storage.MemoryStore: Block broadcast_9 stored as values in memory (estimated size 8.8 KB, free 14.0 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_9"", ""8.8 KB"", ""14.0 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:46 INFO spark.CacheManager: Partition rdd_2_1 not found, computing it
","Partition <*> not found, computing it","Logging statement: logger.info(""Partition {} not found, computing it"", ""rdd_2_1"")","Partition <*> not found, computing it"
"17/06/09 20:10:46 INFO spark.CacheManager: Partition rdd_2_3 not found, computing it
","Partition <*> not found, computing it","Logging statement: logger.info(""Partition {} not found, computing it"", ""rdd_2_3"")","Partition <*> not found, computing it"
"17/06/09 20:10:46 INFO spark.CacheManager: Partition rdd_2_0 not found, computing it
","Partition <*> not found, computing it","Logging statement: logger.info(""Partition {} not found, computing it"", ""rdd_2_0"")","Partition <*> not found, computing it"
"17/06/09 20:10:46 INFO spark.CacheManager: Partition rdd_2_2 not found, computing it
","Partition <*> not found, computing it","Logging statement: logger.info(""Partition {} not found, computing it"", ""rdd_2_2"")","Partition <*> not found, computing it"
"17/06/09 20:10:46 INFO spark.CacheManager: Partition rdd_2_4 not found, computing it
","Partition <*> not found, computing it","Logging statement: logger.info(""Partition {} not found, computing it"", ""rdd_2_4"")","Partition <*> not found, computing it"
"17/06/09 20:10:46 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292
",Input split: <*>,"Logging statement: logger.info(""Input split: {}"", ""hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292"")",Input split: <*>
"17/06/09 20:10:46 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292
",Input split: <*>,"Logging statement: logger.info(""Input split: {}"", ""hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292"")",Input split: <*>
"17/06/09 20:10:46 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292
",Input split: <*>,"Logging statement: logger.info(""Input split: {}"", ""hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292"")",Input split: <*>
"17/06/09 20:10:46 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292
",Input split: <*>,"Logging statement: logger.info(""Input split: {}"", ""hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292"")",Input split: <*>
"17/06/09 20:10:46 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292
",Input split: <*>,"Logging statement: logger.info(""Input split: {}"", ""hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292"")",Input split: <*>
"17/06/09 20:10:46 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 8
",Started reading broadcast variable <*>,"Logging statement: logger.info(""Started reading broadcast variable {}"", 8)",Started reading broadcast variable <*>
"17/06/09 20:10:46 INFO storage.MemoryStore: Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""broadcast_8_piece0"", ""21.4 KB"", ""35.4 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:46 INFO broadcast.TorrentBroadcast: Reading broadcast variable 8 took 19 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", 8, 19)",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:46 INFO storage.MemoryStore: Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_8"", ""281.6 KB"", ""317.0 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:47 INFO Configuration.deprecation: mapred.tip.id is deprecated. Instead, use mapreduce.task.id
","mapred.tip.id is deprecated. Instead, use mapreduce.task.id","Logging statement: logger.info(""mapred.tip.id is deprecated. Instead, use mapreduce.task.id"")","mapred.tip.id is deprecated. Instead, use mapreduce.task.id"
"17/06/09 20:10:47 INFO Configuration.deprecation: mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id
","mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id","Logging statement: logger.info(""{} is deprecated. Instead, use {}"", ""mapred.task.id"", ""mapreduce.task.attempt.id"")","<*> is deprecated. Instead, use <*>"
"17/06/09 20:10:47 INFO Configuration.deprecation: mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap
","mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap","Logging statement: logger.info(""{}.{} is deprecated. Instead, use {}"", ""mapred"", ""task.is.map"", ""mapreduce.task.ismap"")","<*>.<*> is deprecated. Instead, use <*>"
"17/06/09 20:10:47 INFO Configuration.deprecation: mapred.job.id is deprecated. Instead, use mapreduce.job.id
","mapred.job.id is deprecated. Instead, use mapreduce.job.id","Logging statement: logger.info(""mapred.job.id is deprecated. Instead, use {}"", ""mapreduce.job.id"")","mapred.job.id is deprecated. Instead, use <*>"
"17/06/09 20:10:47 INFO Configuration.deprecation: mapred.task.partition is deprecated. Instead, use mapreduce.task.partition
","mapred.task.partition is deprecated. Instead, use mapreduce.task.partition","Logging statement: logger.info(""{}.{} is deprecated. Instead, use {}"", ""Configuration"", ""mapred.task.partition"", ""mapreduce.task.partition"")","<*>.<*> is deprecated. Instead, use <*>"
"17/06/09 20:10:48 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 0
",Started reading broadcast variable <*>,"Logging statement: logger.info(""Started reading broadcast variable {}"", ""0"")",Started reading broadcast variable <*>
"17/06/09 20:10:48 INFO storage.MemoryStore: Block broadcast_0_piece0 stored as bytes in memory (estimated size 93.0 B, free 317.1 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""broadcast_0_piece0"", ""93.0 B"", ""317.1 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO broadcast.TorrentBroadcast: Reading broadcast variable 0 took 21 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", ""0"", ""21"")",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:48 INFO storage.MemoryStore: Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_0"", ""384.0 B"", ""317.5 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 4
",Started reading broadcast variable <*>,"Logging statement: logger.info(""Started reading broadcast variable {}"", 4)",Started reading broadcast variable <*>
"17/06/09 20:10:48 INFO storage.MemoryStore: Block broadcast_4_piece0 stored as bytes in memory (estimated size 95.0 B, free 317.6 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""broadcast_4_piece0"", ""95.0 B"", ""317.6 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO broadcast.TorrentBroadcast: Reading broadcast variable 4 took 18 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", 4, 18)",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:48 INFO storage.MemoryStore: Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_4"", ""384.0 B"", ""318.0 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 3
",Started reading broadcast variable <*>,"Logging statement: logger.info(""Started reading broadcast variable {}"", 3)",Started reading broadcast variable <*>
"17/06/09 20:10:48 INFO storage.MemoryStore: Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""broadcast_3_piece0"", ""152.0 B"", ""318.1 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO broadcast.TorrentBroadcast: Reading broadcast variable 3 took 17 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", 3, 17)",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:48 INFO storage.MemoryStore: Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_3"", ""384.0 B"", ""318.5 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 1
",Started reading broadcast variable <*>,"Logging statement: logger.info(""Started reading broadcast variable {}"", 1)",Started reading broadcast variable <*>
"17/06/09 20:10:48 INFO storage.MemoryStore: Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""broadcast_1_piece0"", ""107.0 B"", ""318.6 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO broadcast.TorrentBroadcast: Reading broadcast variable 1 took 16 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", 1, 16)",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:48 INFO storage.MemoryStore: Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_1"", ""384.0 B"", ""319.0 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO broadcast.TorrentBroadcast: Started reading broadcast variable 2
",Started reading broadcast variable <*>,"Logging statement: logger.info(""Started reading broadcast variable {}"", 2)",Started reading broadcast variable <*>
"17/06/09 20:10:48 INFO storage.MemoryStore: Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""broadcast_2_piece0"", ""93.0 B"", ""319.0 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO broadcast.TorrentBroadcast: Reading broadcast variable 2 took 16 ms
",Reading broadcast variable <*> took <*> ms,"Logging statement: logger.info(""Reading broadcast variable {} took {} ms"", 2, 16)",Reading broadcast variable <*> took <*> ms
"17/06/09 20:10:48 INFO storage.MemoryStore: Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)
","Block <*> stored as values in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as values in memory (estimated size {}, free {})"", ""broadcast_2"", ""384.0 B"", ""319.4 KB"")","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO python.PythonRunner: Times: total = 1072, boot = 856, init = 210, finish = 6
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 1072, 856, 210, 6)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:48 INFO python.PythonRunner: Times: total = 1114, boot = 885, init = 223, finish = 6
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 1114, 885, 223, 6)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:48 INFO python.PythonRunner: Times: total = 1074, boot = 869, init = 199, finish = 6
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 1074, 869, 199, 6)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:48 INFO python.PythonRunner: Times: total = 1078, boot = 851, init = 219, finish = 8
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", ""1078"", ""851"", ""219"", ""8"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:48 INFO python.PythonRunner: Times: total = 1077, boot = 865, init = 206, finish = 6
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 1077, 865, 206, 6)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:48 INFO storage.MemoryStore: Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""rdd_2_2"", ""850.0 B"", ""320.3 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO storage.MemoryStore: Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""rdd_2_3"", ""930.0 B"", ""321.2 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO storage.MemoryStore: Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""rdd_2_1"", ""935.0 B"", ""322.1 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO storage.MemoryStore: Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""rdd_2_0"", ""913.0 B"", ""323.0 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO storage.MemoryStore: Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)
","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Logging statement: logger.info(""Block {} stored as bytes in memory (estimated size {}, free {})"", ""rdd_2_4"", ""890.0 B"", ""323.8 KB"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:10:48 INFO python.PythonRunner: Times: total = 38, boot = 11, init = 27, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 38, 11, 27, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:48 INFO python.PythonRunner: Times: total = 42, boot = 12, init = 30, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 42, 12, 30, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:48 INFO python.PythonRunner: Times: total = 41, boot = 15, init = 26, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 41, 15, 26, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:48 INFO python.PythonRunner: Times: total = 40, boot = 7, init = 33, finish = 0
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", 40, 7, 33, 0)","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:48 INFO python.PythonRunner: Times: total = 42, boot = 13, init = 28, finish = 1
","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Logging statement: logger.info(""Times: total = {}, boot = {}, init = {}, finish = {}"", ""42"", ""13"", ""28"", ""1"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:10:48 INFO executor.Executor: Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", 3.0, 0.0, 3, 2703)",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:48 INFO executor.Executor: Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", 1.0, 0.0, 1, 2703)",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:48 INFO executor.Executor: Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", 2.0, 0.0, 2, 2703)",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:48 INFO executor.Executor: Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", 4.0, 0.0, 4, 2703)",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:10:48 INFO executor.Executor: Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver
",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"Logging statement: logger.info(""Finished task {} in stage {} (TID {}). {} bytes result sent to driver"", ""0.0"", ""0.0"", ""0"", ""2703"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
