Log,EventTemplate,LoggingStatement,LogTemplate
"Jul  1 09:28:50 calvisitor-10-105-160-95 com.apple.CDScheduler[258]: Thermal pressure state: 1 Memory pressure state: 0
",Thermal pressure state: <*> Memory pressure state: <*>,"Logging statement: logger.info(""Thermal pressure state: {} Memory pressure state: {}"", 1, 0)",Thermal pressure state: <*> Memory pressure state: <*>
"Jul  1 09:28:53 calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2039 seconds.  Ignoring.
","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","Logging statement: logger.warning(""com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {} seconds. Ignoring."", 2039)","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
"Jul  1 09:29:02 calvisitor-10-105-160-95 sandboxd[129] ([31211]): com.apple.Addres(31211) deny network-outbound /private/var/run/mDNSResponder
",<*>(<*>) deny network-outbound <*>,"Logging statement: logger.warning(""sandboxd[129] ([31211]): com.apple.Addres(31211) deny network-outbound /private/var/run/mDNSResponder"")",sandboxd[129] ([31211]): com.apple.Addres(31211) deny network-outbound /private/var/run/mDNSResponder
"Jul  1 09:29:14 calvisitor-10-105-160-95 kernel[0]: IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL
",<*>::setAwdlAutoMode Resuming AWDL,"Logging statement: logger.debug(""IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL"")",IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL
"Jul  1 09:29:25 calvisitor-10-105-160-95 kernel[0]: ARPT: 621241.634070: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f
",ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>,"Logging statement: logger.debug(""ARPT: {}: wl0: MDNS: IPV6 Addr: {}"", ""621241.634070"", ""2607:f140:6000:8:c6b3:1ff:fecd:467f"")",ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>
"Jul  1 09:31:48 authorMacBook-Pro kernel[0]: AirPort: Link Up on en0
",AirPort: Link Up on en0,"Logging statement: logger.info(""AirPort: Link Up on {}"", ""en0"")",AirPort: Link Up on <*>
"Jul  1 09:31:53 calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438274 seconds.  Ignoring.
","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","Logging statement: logger.warning(""com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438274 seconds. Ignoring."")","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438274 seconds. Ignoring."
"Jul  1 09:32:03 calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1849 seconds.  Ignoring.
","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","Logging statement: logger.warning(""com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {} seconds. Ignoring."", 1849)","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
"Jul  1 09:32:13 calvisitor-10-105-160-95 kernel[0]: Sandbox: com.apple.Addres(31229) deny(1) network-outbound /private/var/run/mDNSResponder
",Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,"Logging statement: logger.warn(""Sandbox: {}({}) deny({}) network-outbound {}"", ""com.apple.Addres"", ""31229"", ""1"", ""/private/var/run/mDNSResponder"")",Sandbox: <*>(<*>) deny(<*>) network-outbound <*>
"Jul  1 09:32:28 calvisitor-10-105-160-95 mDNSResponder[91]: mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF)
",mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*>),"Logging statement: logger.warning(""mDNS_DeregisterInterface: Frequent transitions for interface {} ({})"", ""awdl0"", ""FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF"")",mDNS_DeregisterInterface: Frequent transitions for interface <*> (<*>)
"Jul  1 09:33:13 calvisitor-10-105-160-95 kernel[0]: ARPT: 621342.242614: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]
",ARPT: <*>: <*>::platformWoWEnable: WWEN[enable],"Logging statement: logger.debug(""AirPort_Brcm43xx::platformWoWEnable: WWEN[{}]"", ""enable"")",AirPort_Brcm43xx::platformWoWEnable: WWEN[<*>]
"Jul  1 09:33:13 calvisitor-10-105-160-95 kernel[0]: AirPort: Link Up on awdl0
",AirPort: Link Up on awdl0,"Logging statement: logger.info(""AirPort: Link Up on {}"", ""awdl0"")",AirPort: Link Up on <*>
"Jul  1 09:33:13 authorMacBook-Pro kernel[0]: AppleCamIn::systemWakeCall - messageType = 0xE0000340
",AppleCamIn::systemWakeCall - messageType = <*>,"Logging statement: logger.debug(""AppleCamIn::systemWakeCall - messageType = {}"", ""0xE0000340"")",AppleCamIn::systemWakeCall - messageType = <*>
"Jul  1 09:33:58 calvisitor-10-105-160-95 kernel[0]: ARPT: 621389.379319: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f
",ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>,"Logging statement: logger.info(""ARPT: {}: {}: MDNS: IPV6 Addr: {}"", ""621389.379319"", ""wl0"", ""2607:f140:6000:8:c6b3:1ff:fecd:467f"")",ARPT: <*>: <*>: MDNS: IPV6 Addr: <*>
"Jul  1 09:34:42 calvisitor-10-105-160-95 kernel[0]: AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds
",AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,"Logging statement: logger.debug(""AppleThunderboltGenericHAL::earlyWake - complete - took {} milliseconds"", 0)",AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds
"Jul  1 09:34:52 calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438095 seconds.  Ignoring.
","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","Logging statement: logger.warn(""com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {} seconds.  Ignoring."", 438095)","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring."
"Jul  1 09:35:27 calvisitor-10-105-160-95 mDNSResponder[91]: mDNS_DeregisterInterface: Frequent transitions for interface en0 (2607:F140:6000:0008:C6B3:01FF:FECD:467F)
",mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>),"Logging statement: logger.warning(""mDNS_DeregisterInterface: Frequent transitions for interface {} ({})"", ""en0"", ""2607:F140:6000:0008:C6B3:01FF:FECD:467F"")",mDNS_DeregisterInterface: Frequent transitions for interface <*> (<*>)
"Jul  1 09:36:19 calvisitor-10-105-160-95 kernel[0]: AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7
",<*>::<*> - retries = <*>,"Logging statement: logger.debug(""AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = {}"", 7)",AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>
"Jul  1 09:39:57 calvisitor-10-105-160-95 kernel[0]: ARPT: 621490.858770: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2119064372, Ack 3325040593, Win size 278
","ARPT: <*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>","Logging statement: logger.debug(""ARPT: {}: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq {}, Ack {}, Win size {}"", ""621490.858770"", ""2119064372"", ""3325040593"", ""278"")","ARPT: <*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>"
"Jul  1 09:39:57 calvisitor-10-105-160-95 kernel[0]: ARPT: 621490.890645: AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
",ARPT: <*>: <*>::syncPowerState: WWEN[enabled],"Logging statement: logger.info(""ARPT: {}: AirPort_Brcm43xx::syncPowerState: WWEN[enabled]"", ""621490.890645"")",ARPT: <*>: AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
"Jul  1 09:39:57 calvisitor-10-105-160-95 kernel[0]: IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0
",<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,"Logging statement: logger.debug(""IOThunderboltSwitch<{}>({})::listenerCallback - Thunderbolt HPD packet for route = {} port = {} unplug = {}"", ""0"", ""0x0"", ""0x0"", ""11"", ""0"")",IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
"Jul  1 09:39:57 authorMacBook-Pro kernel[0]: ARPT: 621492.770239: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable]
",ARPT: <*>: <*>::platformWoWEnable: WWEN[disable],"Logging statement: logger.debug(""ARPT: {}: AirPort_Brcm43xx::platformWoWEnable: {}[{}]"", ""621492.770239"", ""WWEN"", ""disable"")",ARPT: <*>: AirPort_Brcm43xx::platformWoWEnable: <*>[<*>]
"Jul  1 09:41:34 calvisitor-10-105-160-95 kernel[0]: en0::IO80211Interface::postMessage bssid changed
",<*>::<*>::postMessage bssid changed,"Logging statement: logger.debug(""en0::IO80211Interface::postMessage bssid changed"")",en0::IO80211Interface::postMessage bssid changed
"Jul  1 09:41:34 authorMacBook-Pro kernel[0]: ARPT: 621542.378462: ARPT: Wake Reason: Wake on Scan offload
",ARPT: <*>: ARPT: Wake Reason: Wake on Scan offload,"Logging statement: logger.info(""ARPT: Wake Reason: Wake on Scan offload"")",ARPT: Wake Reason: Wake on Scan offload
"Jul  1 09:41:34 authorMacBook-Pro symptomsd[215]: __73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2
",<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,"Logging statement: logger.error(""unexpected switch value {}"", 2)",unexpected switch value <*>
"Jul  1 09:41:44 calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1268 seconds.  Ignoring.
","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","Logging statement: logger.warning(""com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1268 seconds. Ignoring."")","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1268 seconds. Ignoring."
"Jul  1 09:41:44 calvisitor-10-105-160-95 com.apple.cts[43]: com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12119 seconds.  Ignoring.
","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","Logging statement: logger.warning(""com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12119 seconds. Ignoring."")","com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12119 seconds. Ignoring."
"Jul  1 09:41:54 calvisitor-10-105-160-95 com.apple.CDScheduler[258]: Thermal pressure state: 0 Memory pressure state: 0
",Thermal pressure state: <*> Memory pressure state: <*>,"Logging statement: logger.debug(""Thermal pressure state: {}; Memory pressure state: {}"", 0, 0)",Thermal pressure state: <*>; Memory pressure state: <*>
"Jul  1 09:41:54 calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 437673 seconds.  Ignoring.
","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","Logging statement: logger.info(""com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 437673 seconds.  Ignoring."")","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 437673 seconds.  Ignoring."
