Log,EventTemplate,LoggingStatement,LogTemplate
"20171223-22:15:29:649|Step_StandReportReceiver|30002312|REPORT : 7007 5002 150089 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"", ""7007"", ""5002"", ""150089"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:29:737|Step_LSC|30002312|onExtend:1514038530000 0 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038530000"", ""0"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:29:738|Step_LSC|30002312|onStandStepChanged 3579
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3579"")",onStandStepChanged <*>
"20171223-22:15:29:792|Step_LSC|30002312|onStandStepChanged 3580
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3580"")",onStandStepChanged <*>
"20171223-22:15:29:800|Step_LSC|30002312|onExtend:1514038530000 1 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038530000"", ""1"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:29:950|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7007##548365##8661##12361##27173954
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7007"", ""548365"", ""8661"", ""12361"", ""27173954"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:29:950|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7008##548365##8661##12456##27174269
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7008"", ""548365"", ""8661"", ""12456"", ""27174269"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:29:959|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=126797
",calculateCaloriesWithCache totalCalories=<*>,"Logging statement: logger.debug(""calculateCaloriesWithCache totalCalories=<*>"", ""126797"")",calculateCaloriesWithCache totalCalories=<*>
"20171223-22:15:29:962|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240
",calculateAltitudeWithCache totalAltitude=<*>,"Logging statement: logger.info(""calculateAltitudeWithCache totalAltitude=<*>"", ""240"")",calculateAltitudeWithCache totalAltitude=<*>
"20171223-22:15:29:962|Step_StandReportReceiver|30002312|REPORT : 7008 5003 150111 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"", ""7008"", ""5003"", ""150111"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:30:331|Step_LSC|30002312|onStandStepChanged 3581
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3581"")",onStandStepChanged <*>
"20171223-22:15:30:335|Step_LSC|30002312|onExtend:1514038531000 1 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038531000"", ""1"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:30:632|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7008##548365##8661##12456##27174269
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7008"", ""548365"", ""8661"", ""12456"", ""27174269"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:30:632|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7009##548365##8661##12551##27174951
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7009"", ""548365"", ""8661"", ""12551"", ""27174951"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:30:639|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=126818
",calculateCaloriesWithCache totalCalories=<*>,"Logging statement: logger.debug(""calculateCaloriesWithCache totalCalories=<*>"", ""126818"")",calculateCaloriesWithCache totalCalories=<*>
"20171223-22:15:30:641|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240
",calculateAltitudeWithCache totalAltitude=<*>,"Logging statement: logger.debug(""calculateAltitudeWithCache totalAltitude=<*>"", ""240"")",calculateAltitudeWithCache totalAltitude=<*>
"20171223-22:15:30:642|Step_StandReportReceiver|30002312|REPORT : 7009 5004 150132 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"", ""7009"", ""5004"", ""150132"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:30:841|Step_LSC|30002312|onStandStepChanged 3583
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3583"")",onStandStepChanged <*>
"20171223-22:15:30:858|Step_LSC|30002312|onExtend:1514038531000 2 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038531000"", ""2"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:31:142|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7009##548365##8661##12551##27174951
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7009"", ""548365"", ""8661"", ""12551"", ""27174951"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:31:143|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7011##548365##8661##12646##27175461
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7011"", ""548365"", ""8661"", ""12646"", ""27175461"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:31:157|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=126861
",calculateCaloriesWithCache totalCalories=<*>,"Logging statement: logger.info(""calculateCaloriesWithCache totalCalories=<*>"", ""126861"")",calculateCaloriesWithCache totalCalories=<*>
"20171223-22:15:31:160|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240
",calculateAltitudeWithCache totalAltitude=<*>,"Logging statement: logger.info(""calculateAltitudeWithCache totalAltitude=<*>"", ""240"")",calculateAltitudeWithCache totalAltitude=<*>
"20171223-22:15:31:160|Step_StandReportReceiver|30002312|REPORT : 7011 5005 150175 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"", ""7011"", ""5005"", ""150175"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:31:841|Step_LSC|30002312|onStandStepChanged 3584
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3584"")",onStandStepChanged <*>
"20171223-22:15:31:862|Step_LSC|30002312|onExtend:1514038532000 1 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038532000"", ""1"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:32:145|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7011##548365##8661##12646##27175461
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7011"", ""548365"", ""8661"", ""12646"", ""27175461"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:32:147|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7012##548365##8661##12741##27176464
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=1514038440000##7012##548365##8661##12741##27176464"")",setTodayTotalDetailSteps=1514038440000##7012##548365##8661##12741##27176464
"20171223-22:15:32:156|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=126882
",calculateCaloriesWithCache totalCalories=<*>,"Logging statement: logger.debug(""calculateCaloriesWithCache totalCalories=<*>"", ""126882"")",calculateCaloriesWithCache totalCalories=<*>
"20171223-22:15:32:162|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240
",calculateAltitudeWithCache totalAltitude=<*>,"Logging statement: logger.info(""calculateAltitudeWithCache totalAltitude=<*>"", ""240"")",calculateAltitudeWithCache totalAltitude=<*>
"20171223-22:15:32:163|Step_StandReportReceiver|30002312|REPORT : 7012 5006 150197 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"", ""7012"", ""5006"", ""150197"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:32:340|Step_LSC|30002312|onStandStepChanged 3585
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3585"")",onStandStepChanged <*>
"20171223-22:15:32:354|Step_LSC|30002312|onExtend:1514038533000 1 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038533000"", ""1"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:32:647|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7012##548365##8661##12741##27176464
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7012"", ""548365"", ""8661"", ""12741"", ""27176464"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:32:648|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7013##548365##8661##12836##27176966
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7013"", ""548365"", ""8661"", ""12836"", ""27176966"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:32:656|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=126904
",calculateCaloriesWithCache totalCalories=<*>,"Logging statement: logger.info(""calculateCaloriesWithCache totalCalories=<*>"", ""126904"")",calculateCaloriesWithCache totalCalories=<*>
"20171223-22:15:32:658|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240
",calculateAltitudeWithCache totalAltitude=<*>,"Logging statement: logger.debug(""calculateAltitudeWithCache totalAltitude=<*>"", ""240"")",calculateAltitudeWithCache totalAltitude=<*>
"20171223-22:15:32:659|Step_StandReportReceiver|30002312|REPORT : 7013 5007 150218 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"", ""7013"", ""5007"", ""150218"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:32:840|Step_LSC|30002312|onStandStepChanged 3586
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3586"")",onStandStepChanged <*>
"20171223-22:15:32:846|Step_LSC|30002312|onExtend:1514038533000 1 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038533000"", ""1"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:33:144|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7013##548365##8661##12836##27176966
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7013"", ""548365"", ""8661"", ""12836"", ""27176966"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:33:144|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7014##548365##8661##12931##27177463
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<>##<>##<>##<>##<>"", ""1514038440000"", ""7014"", ""548365"", ""8661"", ""12931"", ""27177463"")",setTodayTotalDetailSteps=<>##<>##<>##<>##<>
"20171223-22:15:33:148|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=126925
",calculateCaloriesWithCache totalCalories=<*>,"Logging statement: logger.debug(""calculateCaloriesWithCache totalCalories=<*>"", ""126925"")",calculateCaloriesWithCache totalCalories=<*>
"20171223-22:15:33:149|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240
",calculateAltitudeWithCache totalAltitude=<*>,"Logging statement: logger.info(""calculateAltitudeWithCache totalAltitude=<*>"", ""240"")",calculateAltitudeWithCache totalAltitude=<*>
"20171223-22:15:33:149|Step_StandReportReceiver|30002312|REPORT : 7014 5007 150239 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"", ""7014"", ""5007"", ""150239"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:33:341|Step_LSC|30002312|onStandStepChanged 3587
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3587"")",onStandStepChanged <*>
"20171223-22:15:33:370|Step_LSC|30002312|onExtend:1514038534000 1 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038534000"", ""1"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:33:643|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7014##548365##8661##12931##27177463
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7014"", ""548365"", ""8661"", ""12931"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:33:644|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7015##548365##8661##13026##27177962
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7015"", ""548365"", ""8661"", ""13026"", ""27177962"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:33:658|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=126947
",calculateCaloriesWithCache totalCalories=<*>,"Logging statement: logger.debug(""calculateCaloriesWithCache totalCalories=<*>"", ""126947"")",calculateCaloriesWithCache totalCalories=<*>
"20171223-22:15:33:662|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240
",calculateAltitudeWithCache totalAltitude=<*>,"Logging statement: logger.debug(""calculateAltitudeWithCache totalAltitude=<*>"", ""240"")",calculateAltitudeWithCache totalAltitude=<*>
"20171223-22:15:33:663|Step_StandReportReceiver|30002312|REPORT : 7015 5008 150261 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"", ""7015"", ""5008"", ""150261"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:34:711|Step_LSC|30002312|onStandStepChanged 3588
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3588"")",onStandStepChanged <*>
"20171223-22:15:34:723|Step_LSC|30002312|onExtend:1514038535000 1 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038535000"", ""1"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:34:723|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF
",onReceive action: android.intent.action.SCREEN_OFF,"Logging statement: logger.info(""onReceive action: <*>"", ""android.intent.action.SCREEN_OFF"")",onReceive action: <*>
"20171223-22:15:34:848|Step_LSC|30002312|onStandStepChanged 3589
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3589"")",onStandStepChanged <*>
"20171223-22:15:34:851|Step_LSC|30002312|onExtend:1514038535000 1 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038535000"", ""1"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:35:11|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7015##548365##8661##13026##27177962
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7015"", ""548365"", ""8661"", ""13026"", ""27177962"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:12|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13121##27179330
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.debug(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7017"", ""548365"", ""8661"", ""13121"", ""27179330"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:20|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=126989
",calculateCaloriesWithCache totalCalories=<*>,"Logging statement: logger.debug(""calculateCaloriesWithCache totalCalories=<*>"", ""126989"")",calculateCaloriesWithCache totalCalories=<*>
"20171223-22:15:35:22|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240
",calculateAltitudeWithCache totalAltitude=<*>,"Logging statement: logger.debug(""calculateAltitudeWithCache totalAltitude=<*>"", ""240"")",calculateAltitudeWithCache totalAltitude=<*>
"20171223-22:15:35:23|Step_ScreenUtil|30002312|isScreenOn true
",isScreenOn <*>,"Logging statement: logger.debug(""isScreenOn <*>"", ""true"")",isScreenOn <*>
"20171223-22:15:35:23|Step_StandReportReceiver|30002312|screen status unknown,think screen on
","screen status unknown,think screen on","Logging statement: logger.info(""screen status unknown, think screen on"")","screen status unknown, think screen on"
"20171223-22:15:35:23|Step_StandReportReceiver|30002312|REPORT : 7017 5010 150304 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"" ""7017"", ""5010"", ""150304"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:35:96|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON
",onReceive action: android.intent.action.SCREEN_ON,"Logging statement: logger.info(""onReceive action: <*>"", ""android.intent.action.SCREEN_ON"")",onReceive action: <*>
"20171223-22:15:35:97|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON
",processHandleBroadcastAction action:android.intent.action.SCREEN_ON,"Logging statement: logger.info(""processHandleBroadcastAction action:<*>"", ""android.intent.action.SCREEN_ON"")",processHandleBroadcastAction action:<*>
"20171223-22:15:35:97|Step_StandStepCounter|30002312|flush sensor data
",flush sensor data,"Logging statement: logger.debug(""flush sensor data"")",flush sensor data
"20171223-22:15:35:98|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13121##27179330
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7017"", ""548365"", ""8661"", ""13121"", ""27179330"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:98|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7017"", ""548365"", ""8661"", ""13216"", ""27179417"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:98|Step_LSC|30002312|onStandStepChanged 3589
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3589"")",onStandStepChanged <*>
"20171223-22:15:35:104|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=126989
",calculateCaloriesWithCache totalCalories=<*>,"Logging statement: logger.debug(""calculateCaloriesWithCache totalCalories=<*>"", ""126989"")",calculateCaloriesWithCache totalCalories=<*>
"20171223-22:15:35:112|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240
",calculateAltitudeWithCache totalAltitude=<*>,"Logging statement: logger.info(""calculateAltitudeWithCache totalAltitude=<*>"", ""240"")",calculateAltitudeWithCache totalAltitude=<*>
"20171223-22:15:35:112|Step_StandReportReceiver|30002312|REPORT : 7017 5010 150304 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"", ""7017"", ""5010"", ""150304"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:35:198|Step_LSC|30002312|onStandStepChanged 3589
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3589"")",onStandStepChanged <*>
"20171223-22:15:35:201|Step_LSC|30002312|onExtend:1514038536000 0 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038536000"", ""0"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:35:348|Step_LSC|30002312|onStandStepChanged 3590
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3590"")",onStandStepChanged <*>
"20171223-22:15:35:352|Step_LSC|30002312|onExtend:1514038536000 1 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038536000"", ""1"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:35:413|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13216##27179417
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.info(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7017"", ""548365"", ""8661"", ""13216"", ""27179417"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:413|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732
",setTodayTotalDetailSteps=<*>,"Logging statement: logger.info(""setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7018"", ""548365"", ""8661"", ""13311"", ""27179732"")",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>
"20171223-22:15:35:418|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=127011
",calculateCaloriesWithCache totalCalories=<*>,"Logging statement: logger.debug(""calculateCaloriesWithCache totalCalories=<*>"", ""127011"")",calculateCaloriesWithCache totalCalories=<*>
"20171223-22:15:35:421|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240
",calculateAltitudeWithCache totalAltitude=<*>,"Logging statement: logger.info(""calculateAltitudeWithCache totalAltitude=<*>"", ""240"")",calculateAltitudeWithCache totalAltitude=<*>
"20171223-22:15:35:421|Step_StandReportReceiver|30002312|REPORT : 7018 5010 150325 240
",REPORT : <*> <*> <*> <*>,"Logging statement: logger.info(""REPORT : <*> <*> <*> <*>"", ""7018"", ""5010"", ""150325"", ""240"")",REPORT : <*> <*> <*> <*>
"20171223-22:15:35:848|Step_LSC|30002312|onStandStepChanged 3591
",onStandStepChanged <*>,"Logging statement: logger.info(""onStandStepChanged <*>"", ""3591"")",onStandStepChanged <*>
"20171223-22:15:35:852|Step_LSC|30002312|onExtend:1514038536000 1 0 4
",onExtend:<*> <*> <*> <*>,"Logging statement: logger.info(""onExtend:<*> <*> <*> <*>"", ""1514038536000"", ""1"", ""0"", ""4"")",onExtend:<*> <*> <*> <*>
"20171223-22:15:36:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038440000##7018##548365##8661##13311##27179732
",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"Logging statement: logger.debug(""getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>"", ""1514038440000"", ""7018"", ""548365"", ""8661"", ""13311"", ""27179732"")",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>
