EventID,EventTemplate,Occurrence
E51,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,1
E52,Emitting job history data to the timeline server is not enabled,1
E53,loaded properties from hadoop-metrics2.properties,1
E54,Scheduled snapshot period at <*> second(s).,1
E55,MRAppMaster metrics system started,1
E56,Adding job token for <*> to jobTokenSecretManager,1
E57,Not uberizing <*> because: not enabled; too many maps; too much input;,1
E58,Input size for job <*> = <*>. Number of splits = <*>,1
E59,Number of reduces for job <*> = <*>,1
E60,<*> Transitioned from NEW to INITED,1
E61,"MRAppMaster launching normal, non-uberized, multi-container job <*>.",1
E62,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,1
E63,Instantiated MRClientService at MININT-<*>,1
E64,Logging to <*>(org.mortbay.log) via <*>,1
E65,Http request log for http.requests.mapreduce is not defined,1
E66,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),1
E67,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,1
E68,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,1
E69,Jetty bound to port <*>,1
E70,jetty-<*>,1
E71,Extract jar:file:<*> to <*>,1
E72,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>,1
E73,Web app <*> started at <*>,1
E74,Registered webapp guice modules,1
E75,JOB_CREATE <*>,1
E76,nodeBlacklistingEnabled:<*>,1
E77,maxTaskFailuresPerNode is <*>,1
E78,blacklistDisablePercent is <*>,1
E79,Connecting to ResourceManager at <*>,1
E80,"maxContainerCapability: <memory:<*>, vCores:<*>>",1
E81,queue: default,1
E82,Upper limit on the thread pool size is <*>,1
E83,yarn.client.max-cached-nodemanagers-proxies : <*>,1
E84,<*> Transitioned from INITED to SETUP,1
E85,Processing the event EventType: JOB_SETUP,1
E86,<*> Transitioned from SETUP to RUNNING,1
E87,"mapResourceRequest:<memory:<*>, vCores:<*>",1
E88,"Event Writer setup for JobId: <*>, File: <*>",1
E89,"reduceResourceRequest:<memory:<*>, vCores:<*>",1
E90,The job-jar file on the remote FS is <*>,1
E91,The job-conf file on the remote FS is <*>,1
E92,Adding #<*> tokens and #<*> secret keys for NM use for launching container,1
E93,Size of containertokens_dob is <*>,1
E94,Putting shuffle token in serviceData,1
E95,"Cannot assign container Container: [ContainerId: <*>, NodeId: <*>, NodeHttpAddress: <*>, Resource: <memory:<*>, vCores:<*>, Priority: <*>, Token: Token { kind: ContainerToken, service: <*> }, ] for a map as either container memory less than required <memory:<*>, vCores:<*> or no pending map tasks - maps.isEmpty=<*>",1
E96,Container complete event for unknown container id <*>,1
E97,Done acknowledgement from <*>,1
E98,<*> TaskAttempt Transitioned from RUNNING to SUCCESS_CONTAINER_CLEANUP,1
E99,<*> TaskAttempt Transitioned from SUCCESS_CONTAINER_CLEANUP to SUCCEEDED,1
E100,Task succeeded with attempt <*>,1
E101,<*> Task Transitioned from RUNNING to SUCCEEDED,1
E102,Num completed Tasks: <*>,1
E103,Reduce slow start threshold reached. Scheduling reduces.,1
E104,All maps assigned. Ramping up all remaining reduces:<*>,1
E105,DefaultSpeculator.addSpeculativeAttempt -- we are speculating <*>,1
E106,We launched <*> speculations. Sleeping <*> milliseconds.,1
E107,Scheduling a redundant attempt for task <*>,1
E108,Diagnostics report from <*>: Container killed by the ApplicationMaster.,1
E109,"Slow ReadProcessor read fields took <*> (threshold=<*>); ack: seqno: <*> status: SUCCESS status: ERROR downstreamAckTimeNanos: <*>, targets: [<*>, <*>]",1
E110,DFSOutputStream ResponseProcessor exception for block BP-<*>,1
E111,"Error Recovery for block BP-<*> in pipeline <*>, <*>: bad datanode <*>",1
E112,DataStreamer Exception,1
E113,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@<*>,1
E114,"Thread Thread[eventHandlingThread,<*>,main] threw an Exception.",1
