Content,EventTemplate,Output
"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)","Block <*> stored as values in memory (estimated size <*> B, free <*> KB)"
"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_6_4 stored as bytes in memory (estimated size 287.0 B, free 369.5 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_6_3 stored as bytes in memory (estimated size 344.0 B, free 369.9 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_6_1 stored as bytes in memory (estimated size 330.0 B, free 370.2 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_6_2 stored as bytes in memory (estimated size 252.0 B, free 370.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_6_0 stored as bytes in memory (estimated size 265.0 B, free 370.7 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_11_0 stored as bytes in memory (estimated size 152.0 B, free 432.1 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_11_3 stored as bytes in memory (estimated size 157.0 B, free 432.3 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_11_4 stored as bytes in memory (estimated size 145.0 B, free 432.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_11_2 stored as bytes in memory (estimated size 199.0 B, free 432.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_11_1 stored as bytes in memory (estimated size 160.0 B, free 432.7 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_16_4 stored as bytes in memory (estimated size 263.0 B, free 386.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_16_0 stored as bytes in memory (estimated size 191.0 B, free 386.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_16_3 stored as bytes in memory (estimated size 232.0 B, free 386.8 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_16_2 stored as bytes in memory (estimated size 230.0 B, free 387.0 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_16_1 stored as bytes in memory (estimated size 351.0 B, free 387.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_21_1 stored as bytes in memory (estimated size 162.0 B, free 403.0 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_21_4 stored as bytes in memory (estimated size 200.0 B, free 403.2 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_21_3 stored as bytes in memory (estimated size 194.0 B, free 403.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_21_0 stored as bytes in memory (estimated size 244.0 B, free 403.8 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_26_0 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_26_3 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_26_4 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_26_2 stored as bytes in memory (estimated size 16.0 B, free 419.7 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_26_1 stored as bytes in memory (estimated size 16.0 B, free 419.7 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_30_0 stored as bytes in memory (estimated size 324.0 B, free 405.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_30_1 stored as bytes in memory (estimated size 165.0 B, free 405.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_30_2 stored as bytes in memory (estimated size 250.0 B, free 405.8 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_30_4 stored as bytes in memory (estimated size 226.0 B, free 406.0 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_30_3 stored as bytes in memory (estimated size 251.0 B, free 406.3 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
Saved output of task 'attempt_201706092018_0024_m_000003_1012' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000003,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000004_1026' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000004,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000002_998' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000002,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000000_970' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000000,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000001_984' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000001,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000044_1129' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000044,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000043_1128' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000043,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000040_1125' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000040,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000042_1127' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000042,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000041_1126' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000041,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000083_1138' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000083,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000084_1141' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000084,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000080_1135' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000080,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000082_1137' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000082,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000081_1136' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000081,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000124_1151' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000124,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000120_1145' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000120,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000122_1147' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000122,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000121_1146' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000121,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000123_1150' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000123,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000160_1155' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000160,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000163_1158' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000163,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000164_1159' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000164,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000162_1157' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000162,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0024_m_000161_1156' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000161,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0025_m_000004_1199' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000004,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0025_m_000003_1198' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000003,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0025_m_000000_1166' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000000,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0025_m_000002_1194' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000002,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Saved output of task 'attempt_201706092018_0025_m_000001_1180' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000001,Saved output of task '<*>' to <*>,Saved output of task '<*>' to hdfs://<*>/pjhe/test/<*>/_temporary/0/task_<*>_<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
"Block rdd_42_0 stored as bytes in memory (estimated size 913.0 B, free 804.8 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_4 stored as bytes in memory (estimated size 890.0 B, free 805.7 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_2 stored as bytes in memory (estimated size 850.0 B, free 806.5 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_1 stored as bytes in memory (estimated size 935.0 B, free 807.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_3 stored as bytes in memory (estimated size 930.0 B, free 808.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:36460+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:43752+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:51044+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:58336+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
"Block rdd_42_5 stored as bytes in memory (estimated size 930.0 B, free 809.3 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_6 stored as bytes in memory (estimated size 559.0 B, free 809.8 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_9 stored as bytes in memory (estimated size 950.0 B, free 810.7 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_8 stored as bytes in memory (estimated size 869.0 B, free 811.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_7 stored as bytes in memory (estimated size 640.0 B, free 812.2 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:72920+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:80212+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:87504+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:94796+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:102088+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
"Block rdd_42_10 stored as bytes in memory (estimated size 948.0 B, free 813.1 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_11 stored as bytes in memory (estimated size 920.0 B, free 814.0 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_13 stored as bytes in memory (estimated size 912.0 B, free 814.9 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_12 stored as bytes in memory (estimated size 852.0 B, free 815.8 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
"Block rdd_42_14 stored as bytes in memory (estimated size 834.0 B, free 816.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:109380+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:116672+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:123964+7292,Input split: <*>,Input split: hdfs://<*>/pjhe/logs/2kSOSP.log:<*>+<*>
