Content,Tmps,EventTemplate
MemoryStore started with capacity 17.7 GB,"M
e
m
o
r
y
S
t
o
r
e
 
s
t
a
r
t
e
d
 
w
i
t
h
 
c
a
p
a
c
i
t
y
 
{
{
v
a
r
i
a
b
l
e
}
}
 
G
B",MemoryStore started with capacity <*> GB
Connecting to driver: spark://CoarseGrainedScheduler@10.10.34.11:48069,"C
o
n
n
e
c
t
i
n
g
 
t
o
 
d
r
i
v
e
r
:
 
s
p
a
r
k
:
/
/
C
o
a
r
s
e
G
r
a
i
n
e
d
S
c
h
e
d
u
l
e
r
@
1
0
.
1
0
.
3
4
.
1
1
:
4
8
0
6
9",Connecting to driver: spark://CoarseGrainedScheduler@<*>
Successfully registered with driver,"S
u
c
c
e
s
s
f
u
l
l
y
 
r
e
g
i
s
t
e
r
e
d
 
w
i
t
h
 
d
r
i
v
e
r",Successfully registered with driver
Starting executor ID 5 on host mesos-slave-07,"S
t
a
r
t
i
n
g
 
e
x
e
c
u
t
o
r
 
I
D
 
5
 
o
n
 
h
o
s
t
 
m
e
s
o
s
-
s
l
a
v
e
-
0
7",Starting executor ID <*> on host mesos-slave-<*>
Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 40984.,"S
u
c
c
e
s
s
f
u
l
l
y
 
s
t
a
r
t
e
d
 
s
e
r
v
i
c
e
 
'
o
r
g
.
a
p
a
c
h
e
.
s
p
a
r
k
.
n
e
t
w
o
r
k
.
n
e
t
t
y
.
N
e
t
t
y
B
l
o
c
k
T
r
a
n
s
f
e
r
S
e
r
v
i
c
e
'
 
o
n
 
p
o
r
t
 
4
0
9
8
4
.",Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port <*>.
Server created on 40984,"S
e
r
v
e
r
 
c
r
e
a
t
e
d
 
o
n
 
{
{
v
a
r
i
a
b
l
e
}
}",Server created on <*>
Trying to register BlockManager,"T
r
y
i
n
g
 
t
o
 
r
e
g
i
s
t
e
r
 
B
l
o
c
k
M
a
n
a
g
e
r",Trying to register BlockManager
Registered BlockManager,"R
e
g
i
s
t
e
r
e
d
 
B
l
o
c
k
M
a
n
a
g
e
r",Registered BlockManager
Got assigned task 0,"G
o
t
 
a
s
s
i
g
n
e
d
 
t
a
s
k
 
{
{
v
a
r
i
a
b
l
e
}
}",Got assigned task <*>
Got assigned task 1,"G
o
t
 
a
s
s
i
g
n
e
d
 
t
a
s
k
 
{
{
v
a
r
i
a
b
l
e
}
}",Got assigned task <*>
Got assigned task 2,"G
o
t
 
a
s
s
i
g
n
e
d
 
t
a
s
k
 
{
{
v
a
r
i
a
b
l
e
}
}",Got assigned task <*>
Got assigned task 3,"G
o
t
 
a
s
s
i
g
n
e
d
 
t
a
s
k
 
{
{
v
a
r
i
a
b
l
e
}
}",Got assigned task <*>
Running task 0.0 in stage 0.0 (TID 0),"R
u
n
n
i
n
g
 
t
a
s
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
n
 
s
t
a
g
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
(
T
I
D
 
{
{
v
a
r
i
a
b
l
e
}
}
)",Running task <*> in stage <*> (TID <*>)
Running task 2.0 in stage 0.0 (TID 2),"R
u
n
n
i
n
g
 
t
a
s
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
n
 
s
t
a
g
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
(
T
I
D
 
{
{
v
a
r
i
a
b
l
e
}
}
)",Running task <*> in stage <*> (TID <*>)
Running task 1.0 in stage 0.0 (TID 1),"R
u
n
n
i
n
g
 
t
a
s
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
n
 
s
t
a
g
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
(
T
I
D
 
{
{
v
a
r
i
a
b
l
e
}
}
)",Running task <*> in stage <*> (TID <*>)
Running task 3.0 in stage 0.0 (TID 3),"R
u
n
n
i
n
g
 
t
a
s
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
n
 
s
t
a
g
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
(
T
I
D
 
{
{
v
a
r
i
a
b
l
e
}
}
)",Running task <*> in stage <*> (TID <*>)
Got assigned task 4,"G
o
t
 
a
s
s
i
g
n
e
d
 
t
a
s
k
 
{
{
v
a
r
i
a
b
l
e
}
}",Got assigned task <*>
Running task 4.0 in stage 0.0 (TID 4),"R
u
n
n
i
n
g
 
t
a
s
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
n
 
s
t
a
g
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
(
T
I
D
 
{
{
v
a
r
i
a
b
l
e
}
}
)",Running task <*> in stage <*> (TID <*>)
Started reading broadcast variable 9,"S
t
a
r
t
e
d
 
r
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}",Started reading broadcast variable <*>
"Block broadcast_9_piece0 stored as bytes in memory (estimated size 5.2 KB, free 5.2 KB)",,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 9 took 160 ms,"R
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
t
o
o
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
m
s",Reading broadcast variable <*> took <*> ms
"Block broadcast_9 stored as values in memory (estimated size 8.8 KB, free 14.0 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
v
a
l
u
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"Partition rdd_2_1 not found, computing it","P
a
r
t
i
t
i
o
n
 
{
{
v
a
r
i
a
b
l
e
}
}
 
n
o
t
 
f
o
u
n
d
,
 
c
o
m
p
u
t
i
n
g
 
i
t","Partition <*> not found, computing it"
"Partition rdd_2_3 not found, computing it","P
a
r
t
i
t
i
o
n
 
{
{
v
a
r
i
a
b
l
e
}
}
 
n
o
t
 
f
o
u
n
d
,
 
c
o
m
p
u
t
i
n
g
 
i
t","Partition <*> not found, computing it"
"Partition rdd_2_0 not found, computing it","P
a
r
t
i
t
i
o
n
 
{
{
v
a
r
i
a
b
l
e
}
}
 
n
o
t
 
f
o
u
n
d
,
 
c
o
m
p
u
t
i
n
g
 
i
t","Partition <*> not found, computing it"
"Partition rdd_2_2 not found, computing it","P
a
r
t
i
t
i
o
n
 
{
{
v
a
r
i
a
b
l
e
}
}
 
n
o
t
 
f
o
u
n
d
,
 
c
o
m
p
u
t
i
n
g
 
i
t","Partition <*> not found, computing it"
"Partition rdd_2_4 not found, computing it","P
a
r
t
i
t
i
o
n
 
{
{
v
a
r
i
a
b
l
e
}
}
 
n
o
t
 
f
o
u
n
d
,
 
c
o
m
p
u
t
i
n
g
 
i
t","Partition <*> not found, computing it"
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,"I
n
p
u
t
 
s
p
l
i
t
:
 
h
d
f
s
:
/
/
1
0
.
1
0
.
3
4
.
1
1
:
9
0
0
0
/
p
j
h
e
/
l
o
g
s
/
2
k
S
O
S
P
.
l
o
g
:
{
{
v
a
r
i
a
b
l
e
}
}
+
7
2
9
2",Input split: hdfs://10.<*>:9000/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,"I
n
p
u
t
 
s
p
l
i
t
:
 
h
d
f
s
:
/
/
1
0
.
1
0
.
3
4
.
1
1
:
9
0
0
0
/
p
j
h
e
/
l
o
g
s
/
2
k
S
O
S
P
.
l
o
g
:
{
{
v
a
r
i
a
b
l
e
}
}
+
7
2
9
2",Input split: hdfs://10.<*>:9000/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,"I
n
p
u
t
 
s
p
l
i
t
:
 
h
d
f
s
:
/
/
1
0
.
1
0
.
3
4
.
1
1
:
9
0
0
0
/
p
j
h
e
/
l
o
g
s
/
2
k
S
O
S
P
.
l
o
g
:
{
{
v
a
r
i
a
b
l
e
}
}
+
7
2
9
2",Input split: hdfs://10.<*>:9000/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,"I
n
p
u
t
 
s
p
l
i
t
:
 
h
d
f
s
:
/
/
1
0
.
1
0
.
3
4
.
1
1
:
9
0
0
0
/
p
j
h
e
/
l
o
g
s
/
2
k
S
O
S
P
.
l
o
g
:
{
{
v
a
r
i
a
b
l
e
}
}
+
7
2
9
2",Input split: hdfs://10.<*>:9000/pjhe/logs/2kSOSP.log:<*>+<*>
Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,"I
n
p
u
t
 
s
p
l
i
t
:
 
h
d
f
s
:
/
/
1
0
.
1
0
.
3
4
.
1
1
:
9
0
0
0
/
p
j
h
e
/
l
o
g
s
/
2
k
S
O
S
P
.
l
o
g
:
{
{
v
a
r
i
a
b
l
e
}
}
+
7
2
9
2",Input split: hdfs://10.<*>:9000/pjhe/logs/2kSOSP.log:<*>+<*>
Started reading broadcast variable 8,"S
t
a
r
t
e
d
 
r
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}",Started reading broadcast variable <*>
"Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)",,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 8 took 19 ms,"R
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
t
o
o
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
m
s",Reading broadcast variable <*> took <*> ms
"Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
v
a
l
u
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"mapred.tip.id is deprecated. Instead, use mapreduce.task.id","m
a
p
r
e
d
.
t
i
p
.
i
d
 
i
s
 
d
e
p
r
e
c
a
t
e
d
.
 
I
n
s
t
e
a
d
,
 
u
s
e
 
m
a
p
r
e
d
u
c
e
.
t
a
s
k
.
i
d","mapred.tip.id is deprecated. Instead, use mapreduce.task.id"
"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id","{
{
p
l
a
c
e
h
o
l
d
e
r
}
}
 
i
s
 
d
e
p
r
e
c
a
t
e
d
.
 
I
n
s
t
e
a
d
,
 
u
s
e
 
{
{
p
l
a
c
e
h
o
l
d
e
r
}
}","<*> is deprecated. Instead, use <*>"
"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",,"<*> is deprecated. Instead, use <*>"
"mapred.job.id is deprecated. Instead, use mapreduce.job.id",,"<*> is deprecated. Instead, use <*>"
"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition",,"<*> is deprecated. Instead, use <*>"
Started reading broadcast variable 0,"S
t
a
r
t
e
d
 
r
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}",Started reading broadcast variable <*>
"Block broadcast_0_piece0 stored as bytes in memory (estimated size 93.0 B, free 317.1 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
b
y
t
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 0 took 21 ms,"R
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
t
o
o
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
m
s",Reading broadcast variable <*> took <*> ms
"Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)",,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
Started reading broadcast variable 4,"S
t
a
r
t
e
d
 
r
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}",Started reading broadcast variable <*>
"Block broadcast_4_piece0 stored as bytes in memory (estimated size 95.0 B, free 317.6 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
b
y
t
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 4 took 18 ms,"R
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
t
o
o
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
m
s",Reading broadcast variable <*> took <*> ms
"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)",,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
Started reading broadcast variable 3,"S
t
a
r
t
e
d
 
r
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}",Started reading broadcast variable <*>
"Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
b
y
t
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 3 took 17 ms,"R
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
t
o
o
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
m
s",Reading broadcast variable <*> took <*> ms
"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)",,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
Started reading broadcast variable 1,"S
t
a
r
t
e
d
 
r
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}",Started reading broadcast variable <*>
"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
b
y
t
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 1 took 16 ms,"R
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
t
o
o
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
m
s",Reading broadcast variable <*> took <*> ms
"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)",,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
Started reading broadcast variable 2,"S
t
a
r
t
e
d
 
r
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}",Started reading broadcast variable <*>
"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
b
y
t
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 2 took 16 ms,"R
e
a
d
i
n
g
 
b
r
o
a
d
c
a
s
t
 
v
a
r
i
a
b
l
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
t
o
o
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
m
s",Reading broadcast variable <*> took <*> ms
"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)",,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
"Times: total = 1072, boot = 856, init = 210, finish = 6","T
i
m
e
s
:
 
t
o
t
a
l
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
b
o
o
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
i
n
i
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
i
n
i
s
h
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 1114, boot = 885, init = 223, finish = 6","T
i
m
e
s
:
 
t
o
t
a
l
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
b
o
o
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
i
n
i
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
i
n
i
s
h
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 1074, boot = 869, init = 199, finish = 6","T
i
m
e
s
:
 
t
o
t
a
l
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
b
o
o
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
i
n
i
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
i
n
i
s
h
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 1078, boot = 851, init = 219, finish = 8","T
i
m
e
s
:
 
t
o
t
a
l
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
b
o
o
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
i
n
i
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
i
n
i
s
h
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 1077, boot = 865, init = 206, finish = 6","T
i
m
e
s
:
 
t
o
t
a
l
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
b
o
o
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
i
n
i
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
i
n
i
s
h
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
b
y
t
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
b
y
t
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
b
y
t
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
b
y
t
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)","B
l
o
c
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
t
o
r
e
d
 
a
s
 
b
y
t
e
s
 
i
n
 
m
e
m
o
r
y
 
(
e
s
t
i
m
a
t
e
d
 
s
i
z
e
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
r
e
e
 
{
{
v
a
r
i
a
b
l
e
}
}
)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Times: total = 38, boot = 11, init = 27, finish = 0","T
i
m
e
s
:
 
t
o
t
a
l
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
b
o
o
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
i
n
i
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
i
n
i
s
h
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
