Content,Tmps,EventTemplate
Registering class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventType for class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,"R
e
g
i
s
t
e
r
i
n
g
 
c
l
a
s
s
 
{
{
c
l
a
s
s
}
}
 
f
o
r
 
c
l
a
s
s
 
{
{
h
a
n
d
l
e
r
}
}",Registering class <*> for class <*>
Registering class org.apache.hadoop.mapreduce.v2.app.speculate.Speculator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$SpeculatorEventDispatcher,"R
e
g
i
s
t
e
r
i
n
g
 
c
l
a
s
s
 
{
{
c
l
a
s
s
}
}
 
f
o
r
 
c
l
a
s
s
 
{
{
h
a
n
d
l
e
r
}
}",Registering class <*> for class <*>
Registering class org.apache.hadoop.mapreduce.v2.app.rm.ContainerAllocator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerAllocatorRouter,"R
e
g
i
s
t
e
r
i
n
g
 
c
l
a
s
s
 
{
{
c
l
a
s
s
}
}
 
f
o
r
 
c
l
a
s
s
 
{
{
h
a
n
d
l
e
r
}
}",Registering class <*> for class <*>
Registering class org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncher$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerLauncherRouter,"R
e
g
i
s
t
e
r
i
n
g
 
c
l
a
s
s
 
{
{
c
l
a
s
s
}
}
 
f
o
r
 
c
l
a
s
s
 
{
{
h
a
n
d
l
e
r
}
}",Registering class <*> for class <*>
Default file system [hdfs://msra-sa-41:9000],"D
e
f
a
u
l
t
 
f
i
l
e
 
s
y
s
t
e
m
 
[
h
d
f
s
:
/
/
{
{
h
o
s
t
n
a
m
e
}
}
:
{
{
p
o
r
t
}
}
]",Default file system [hdfs://<*>]
Default file system [hdfs://msra-sa-41:9000],"D
e
f
a
u
l
t
 
f
i
l
e
 
s
y
s
t
e
m
 
[
h
d
f
s
:
/
/
{
{
h
o
s
t
n
a
m
e
}
}
:
{
{
p
o
r
t
}
}
]",Default file system [hdfs://<*>]
Default file system [hdfs://msra-sa-41:9000],"D
e
f
a
u
l
t
 
f
i
l
e
 
s
y
s
t
e
m
 
[
h
d
f
s
:
/
/
{
{
h
o
s
t
n
a
m
e
}
}
:
{
{
p
o
r
t
}
}
]",Default file system [hdfs://<*>]
Emitting job history data to the timeline server is not enabled,"E
m
i
t
t
i
n
g
 
j
o
b
 
h
i
s
t
o
r
y
 
d
a
t
a
 
t
o
 
t
h
e
 
t
i
m
e
l
i
n
e
 
s
e
r
v
e
r
 
i
s
 
n
o
t
 
e
n
a
b
l
e
d",Emitting job history data to the timeline server is not enabled
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler,"R
e
g
i
s
t
e
r
i
n
g
 
c
l
a
s
s
 
{
{
c
l
a
s
s
}
}
 
f
o
r
 
c
l
a
s
s
 
{
{
h
a
n
d
l
e
r
}
}",Registering class <*> for class <*>
loaded properties from hadoop-metrics2.properties,"l
o
a
d
e
d
 
p
r
o
p
e
r
t
i
e
s
 
f
r
o
m
 
h
a
d
o
o
p
-
m
e
t
r
i
c
s
2
.
p
r
o
p
e
r
t
i
e
s",loaded properties from hadoop-metrics2.properties
Scheduled snapshot period at 10 second(s).,"S
c
h
e
d
u
l
e
d
 
s
n
a
p
s
h
o
t
 
p
e
r
i
o
d
 
a
t
 
{
{
n
u
m
b
e
r
}
}
 
s
e
c
o
n
d
(
s
)
.",Scheduled snapshot period at <*> second(s).
MRAppMaster metrics system started,"{
{
c
o
m
p
o
n
e
n
t
}
}
 
m
e
t
r
i
c
s
 
s
y
s
t
e
m
 
s
t
a
r
t
e
d",<*> metrics system started
Adding job token for job_1445144423722_0020 to jobTokenSecretManager,"A
d
d
i
n
g
 
j
o
b
 
t
o
k
e
n
 
f
o
r
 
j
o
b
_
{
{
j
o
b
_
i
d
}
}
 
t
o
 
j
o
b
T
o
k
e
n
S
e
c
r
e
t
M
a
n
a
g
e
r",Adding job token for <*> to jobTokenSecretManager
Not uberizing job_1445144423722_0020 because: not enabled; too many maps; too much input;,"N
o
t
 
{
{
a
c
t
i
o
n
}
}
 
j
o
b
_
{
{
j
o
b
_
i
d
}
}
 
b
e
c
a
u
s
e
:
 
n
o
t
 
e
n
a
b
l
e
d
;
 
t
o
o
 
m
a
n
y
 
m
a
p
s
;
 
t
o
o
 
m
u
c
h
 
i
n
p
u
t
;",Not <*> <*> because: not enabled; too many maps; too much input;
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,"I
n
p
u
t
 
s
i
z
e
 
f
o
r
 
j
o
b
 
{
{
j
o
b
_
i
d
}
}
 
=
 
{
{
i
n
p
u
t
_
s
i
z
e
}
}
.
 
N
u
m
b
e
r
 
o
f
 
s
p
l
i
t
s
 
=
 
{
{
n
u
m
_
s
p
l
i
t
s
}
}",Input size for job <*> = <*>. Number of splits = <*>
Number of reduces for job job_1445144423722_0020 = 1,"N
u
m
b
e
r
 
o
f
 
r
e
d
u
c
e
s
 
f
o
r
 
j
o
b
 
j
o
b
_
{
{
j
o
b
_
i
d
}
}
 
=
 
{
{
n
u
m
_
r
e
d
u
c
e
s
}
}",Number of reduces for job <*> = <*>
job_1445144423722_0020Job Transitioned from NEW to INITED,"j
o
b
_
{
{
j
o
b
_
i
d
}
}
J
o
b
 
T
r
a
n
s
i
t
i
o
n
e
d
 
f
r
o
m
 
{
{
o
l
d
_
s
t
a
t
e
}
}
 
t
o
 
{
{
n
e
w
_
s
t
a
t
e
}
}",<*> Transitioned from <*> to <*>
"MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020.","M
R
A
p
p
M
a
s
t
e
r
 
l
a
u
n
c
h
i
n
g
 
n
o
r
m
a
l
,
 
n
o
n
-
u
b
e
r
i
z
e
d
,
 
m
u
l
t
i
-
c
o
n
t
a
i
n
e
r
 
j
o
b
 
j
o
b
_
{
{
j
o
b
_
i
d
}
}
.","MRAppMaster launching normal, non-uberized, multi-container job <*>."
Using callQueue class java.util.concurrent.LinkedBlockingQueue,"U
s
i
n
g
 
{
{
c
l
a
s
s
}
}
 
{
{
p
a
c
k
a
g
e
}
}
.
{
{
c
l
a
s
s
N
a
m
e
}
}",Using <*> <*>
Starting Socket Reader #1 for port 62260,"S
t
a
r
t
i
n
g
 
S
o
c
k
e
t
 
R
e
a
d
e
r
 
#
1
 
f
o
r
 
p
o
r
t
 
{
{
p
o
r
t
}
}",Starting Socket Reader #<*> for port <*>
Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,"A
d
d
i
n
g
 
p
r
o
t
o
c
o
l
 
o
r
g
.
a
p
a
c
h
e
.
h
a
d
o
o
p
.
m
a
p
r
e
d
u
c
e
.
v
2
.
a
p
i
.
M
R
C
l
i
e
n
t
P
r
o
t
o
c
o
l
P
B
 
t
o
 
t
h
e
 
s
e
r
v
e
r",Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server
Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,"I
n
s
t
a
n
t
i
a
t
e
d
 
M
R
C
l
i
e
n
t
S
e
r
v
i
c
e
 
a
t
 
{
{
h
o
s
t
n
a
m
e
}
}
/
{
{
i
p
_
a
d
d
r
e
s
s
}
}
:
{
{
p
o
r
t
}
}",Instantiated MRClientService at <*>
IPC Server Responder: starting,"I
P
C
 
S
e
r
v
e
r
 
R
e
s
p
o
n
d
e
r
:
 
s
t
a
r
t
i
n
g",IPC Server Responder: starting
IPC Server listener on 62260: starting,"I
P
C
 
S
e
r
v
e
r
 
l
i
s
t
e
n
e
r
 
o
n
 
{
{
p
o
r
t
}
}
:
 
s
t
a
r
t
i
n
g",IPC Server listener on <*>: starting
Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,"L
o
g
g
i
n
g
 
t
o
 
o
r
g
.
s
l
f
4
j
.
i
m
p
l
.
L
o
g
4
j
L
o
g
g
e
r
A
d
a
p
t
e
r
(
o
r
g
.
m
o
r
t
b
a
y
.
l
o
g
)
 
v
i
a
 
o
r
g
.
m
o
r
t
b
a
y
.
l
o
g
.
S
l
f
4
j
L
o
g",Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog
Http request log for http.requests.mapreduce is not defined,"H
t
t
p
 
r
e
q
u
e
s
t
 
l
o
g
 
f
o
r
 
{
{
h
t
t
p
_
e
n
d
p
o
i
n
t
}
}
 
i
s
 
n
o
t
 
d
e
f
i
n
e
d",Http request log for <*> is not defined
Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),"A
d
d
e
d
 
g
l
o
b
a
l
 
f
i
l
t
e
r
 
'
s
a
f
e
t
y
'
 
(
c
l
a
s
s
=
o
r
g
.
a
p
a
c
h
e
.
h
a
d
o
o
p
.
h
t
t
p
.
H
t
t
p
S
e
r
v
e
r
2
$
Q
u
o
t
i
n
g
I
n
p
u
t
F
i
l
t
e
r
)",Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,"A
d
d
e
d
 
f
i
l
t
e
r
 
{
{
f
i
l
t
e
r
_
n
a
m
e
}
}
 
(
c
l
a
s
s
=
{
{
f
i
l
t
e
r
_
c
l
a
s
s
}
}
)
 
t
o
 
c
o
n
t
e
x
t
 
{
{
c
o
n
t
e
x
t
}
}",Added filter <*> (class=<*>) to context <*>
Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,,Added filter <*> (class=<*>) to context <*>
adding path spec: /mapreduce/*,"a
d
d
i
n
g
 
p
a
t
h
 
s
p
e
c
:
 
/
{
{
p
l
a
c
e
h
o
l
d
e
r
1
}
}
/
*",adding path spec: <*>
adding path spec: /ws/*,"a
d
d
i
n
g
 
p
a
t
h
 
s
p
e
c
:
 
/
{
{
p
l
a
c
e
h
o
l
d
e
r
1
}
}
/
*",adding path spec: <*>
Jetty bound to port 62267,"J
e
t
t
y
 
b
o
u
n
d
 
t
o
 
p
o
r
t
 
{
{
p
o
r
t
}
}",Jetty bound to port <*>
jetty-6.1.26,"j
e
t
t
y
-
{
{
v
e
r
s
i
o
n
}
}",jetty-<*>
Extract jar:file:/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C:\Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_62267_mapreduce____.8n7xum\webapp,"E
x
t
r
a
c
t
 
j
a
r
:
{
{
j
a
r
_
p
a
t
h
}
}
 
t
o
 
{
{
d
e
s
t
i
n
a
t
i
o
n
_
p
a
t
h
}
}",Extract jar:<*> to <*>
Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:62267,"S
t
a
r
t
e
d
 
H
t
t
p
S
e
r
v
e
r
2
$
S
e
l
e
c
t
C
h
a
n
n
e
l
C
o
n
n
e
c
t
o
r
W
i
t
h
S
a
f
e
S
t
a
r
t
u
p
@
0
.
0
.
0
.
0
:
6
2
2
6
7",Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>
Web app /mapreduce started at 62267,"W
e
b
 
a
p
p
 
/
m
a
p
r
e
d
u
c
e
 
s
t
a
r
t
e
d
 
a
t
 
{
{
p
o
r
t
}
}",Web app <*> started at <*>
Registered webapp guice modules,"R
e
g
i
s
t
e
r
e
d
 
w
e
b
a
p
p
 
g
u
i
c
e
 
m
o
d
u
l
e
s",Registered webapp guice modules
Using callQueue class java.util.concurrent.LinkedBlockingQueue,"U
s
i
n
g
 
{
{
c
l
a
s
s
}
}
 
{
{
p
a
c
k
a
g
e
}
}
.
{
{
c
l
a
s
s
N
a
m
e
}
}",Using <*> <*>
JOB_CREATE job_1445144423722_0020,"J
O
B
_
C
R
E
A
T
E
 
j
o
b
_
{
{
j
o
b
_
i
d
}
}",JOB_CREATE <*>
nodeBlacklistingEnabled:true,"n
o
d
e
B
l
a
c
k
l
i
s
t
i
n
g
E
n
a
b
l
e
d
:
t
r
u
e",nodeBlacklistingEnabled:<*>
maxTaskFailuresPerNode is 3,"m
a
x
T
a
s
k
F
a
i
l
u
r
e
s
P
e
r
N
o
d
e
 
i
s
 
{
{
n
u
m
b
e
r
}
}",maxTaskFailuresPerNode is <*>
blacklistDisablePercent is 33,"b
l
a
c
k
l
i
s
t
D
i
s
a
b
l
e
P
e
r
c
e
n
t
 
i
s
 
{
{
n
u
m
b
e
r
}
}",blacklistDisablePercent is <*>
Starting Socket Reader #1 for port 62270,"S
t
a
r
t
i
n
g
 
S
o
c
k
e
t
 
R
e
a
d
e
r
 
#
1
 
f
o
r
 
p
o
r
t
 
{
{
p
o
r
t
}
}",Starting Socket Reader #<*> for port <*>
IPC Server listener on 62270: starting,"I
P
C
 
S
e
r
v
e
r
 
l
i
s
t
e
n
e
r
 
o
n
 
{
{
p
o
r
t
}
}
:
 
s
t
a
r
t
i
n
g",IPC Server listener on <*>: starting
IPC Server Responder: starting,"I
P
C
 
S
e
r
v
e
r
 
R
e
s
p
o
n
d
e
r
:
 
s
t
a
r
t
i
n
g",IPC Server Responder: starting
Connecting to ResourceManager at msra-sa-41/10.190.173.170:8030,"C
o
n
n
e
c
t
i
n
g
 
t
o
 
R
e
s
o
u
r
c
e
M
a
n
a
g
e
r
 
a
t
 
{
{
h
o
s
t
}
}
:
{
{
p
o
r
t
}
}",Connecting to ResourceManager at <*>
"maxContainerCapability: <memory:8192, vCores:32>","m
a
x
C
o
n
t
a
i
n
e
r
C
a
p
a
b
i
l
i
t
y
:
 
<
m
e
m
o
r
y
:
{
{
m
e
m
o
r
y
}
}
,
 
v
C
o
r
e
s
:
{
{
v
C
o
r
e
s
}
}
>
 ","maxContainerCapability: <memory:<*>, vCores:<*>"
queue: default,"q
u
e
u
e
:
 
d
e
f
a
u
l
t",queue: default
Upper limit on the thread pool size is 500,"U
p
p
e
r
 
l
i
m
i
t
 
o
n
 
t
h
e
 
t
h
r
e
a
d
 
p
o
o
l
 
s
i
z
e
 
i
s
 
5
0
0",Upper limit on the thread pool size is <*>
yarn.client.max-cached-nodemanagers-proxies : 0,"y
a
r
n
.
c
l
i
e
n
t
.
m
a
x
-
c
a
c
h
e
d
-
n
o
d
e
m
a
n
a
g
e
r
s
-
p
r
o
x
i
e
s
 
:
 
0",yarn.client.max-cached-nodemanagers-proxies : <*>
job_1445144423722_0020Job Transitioned from INITED to SETUP,,<*> Transitioned from <*> to <*>
Processing the event EventType: JOB_SETUP,"P
r
o
c
e
s
s
i
n
g
 
t
h
e
 
e
v
e
n
t
 
E
v
e
n
t
T
y
p
e
:
 
J
O
B
_
S
E
T
U
P",Processing the event EventType: JOB_SETUP
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,,<*> Transitioned from <*> to <*>
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED,"t
a
s
k
_
{
{
j
o
b
_
i
d
}
}
_
{
{
t
a
s
k
_
i
d
}
}
_
m
_
{
{
a
t
t
e
m
p
t
_
i
d
}
}
 
T
a
s
k
 
T
r
a
n
s
i
t
i
o
n
e
d
 
f
r
o
m
 
N
E
W
 
t
o
 
S
C
H
E
D
U
L
E
D",<*> Task Transitioned from NEW to SCHEDULED
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
task_1445144423722_0020_m_000001 Task Transitioned from NEW to SCHEDULED,"t
a
s
k
_
{
{
j
o
b
_
i
d
}
}
_
{
{
t
a
s
k
_
i
d
}
}
_
m
_
{
{
a
t
t
e
m
p
t
_
i
d
}
}
 
T
a
s
k
 
T
r
a
n
s
i
t
i
o
n
e
d
 
f
r
o
m
 
N
E
W
 
t
o
 
S
C
H
E
D
U
L
E
D",<*> Task Transitioned from NEW to SCHEDULED
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
task_1445144423722_0020_m_000002 Task Transitioned from NEW to SCHEDULED,"t
a
s
k
_
{
{
j
o
b
_
i
d
}
}
_
{
{
t
a
s
k
_
i
d
}
}
_
m
_
{
{
a
t
t
e
m
p
t
_
i
d
}
}
 
T
a
s
k
 
T
r
a
n
s
i
t
i
o
n
e
d
 
f
r
o
m
 
N
E
W
 
t
o
 
S
C
H
E
D
U
L
E
D",<*> Task Transitioned from NEW to SCHEDULED
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
task_1445144423722_0020_m_000003 Task Transitioned from NEW to SCHEDULED,"t
a
s
k
_
{
{
j
o
b
_
i
d
}
}
_
{
{
t
a
s
k
_
i
d
}
}
_
m
_
{
{
a
t
t
e
m
p
t
_
i
d
}
}
 
T
a
s
k
 
T
r
a
n
s
i
t
i
o
n
e
d
 
f
r
o
m
 
N
E
W
 
t
o
 
S
C
H
E
D
U
L
E
D",<*> Task Transitioned from NEW to SCHEDULED
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,"t
a
s
k
_
{
{
j
o
b
_
i
d
}
}
_
{
{
t
a
s
k
_
i
d
}
}
_
m
_
{
{
a
t
t
e
m
p
t
_
i
d
}
}
 
T
a
s
k
 
T
r
a
n
s
i
t
i
o
n
e
d
 
f
r
o
m
 
N
E
W
 
t
o
 
S
C
H
E
D
U
L
E
D",<*> Task Transitioned from NEW to SCHEDULED
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,"t
a
s
k
_
{
{
j
o
b
_
i
d
}
}
_
{
{
t
a
s
k
_
i
d
}
}
_
m
_
{
{
a
t
t
e
m
p
t
_
i
d
}
}
 
T
a
s
k
 
T
r
a
n
s
i
t
i
o
n
e
d
 
f
r
o
m
 
N
E
W
 
t
o
 
S
C
H
E
D
U
L
E
D",<*> Task Transitioned from NEW to SCHEDULED
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED,"t
a
s
k
_
{
{
j
o
b
_
i
d
}
}
_
{
{
t
a
s
k
_
i
d
}
}
_
m
_
{
{
a
t
t
e
m
p
t
_
i
d
}
}
 
T
a
s
k
 
T
r
a
n
s
i
t
i
o
n
e
d
 
f
r
o
m
 
N
E
W
 
t
o
 
S
C
H
E
D
U
L
E
D",<*> Task Transitioned from NEW to SCHEDULED
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED,"t
a
s
k
_
{
{
j
o
b
_
i
d
}
}
_
{
{
t
a
s
k
_
i
d
}
}
_
m
_
{
{
a
t
t
e
m
p
t
_
i
d
}
}
 
T
a
s
k
 
T
r
a
n
s
i
t
i
o
n
e
d
 
f
r
o
m
 
N
E
W
 
t
o
 
S
C
H
E
D
U
L
E
D",<*> Task Transitioned from NEW to SCHEDULED
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED,"t
a
s
k
_
{
{
j
o
b
_
i
d
}
}
_
{
{
t
a
s
k
_
i
d
}
}
_
m
_
{
{
a
t
t
e
m
p
t
_
i
d
}
}
 
T
a
s
k
 
T
r
a
n
s
i
t
i
o
n
e
d
 
f
r
o
m
 
N
E
W
 
t
o
 
S
C
H
E
D
U
L
E
D",<*> Task Transitioned from NEW to SCHEDULED
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,"R
e
s
o
l
v
e
d
 
{
{
h
o
s
t
n
a
m
e
}
}
 
t
o
 
/
d
e
f
a
u
l
t
-
r
a
c
k",Resolved <*> to <*>
