EventID,EventTemplate,Occurrence
E103,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected,1
E104,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,1
E105,critical input interrupt (unit=<*> bit=<*>): warning for torus y+ wire,1
E106,shutdown complete,1
E107,critical input interrupt (unit=<*> bit=<*>): warning for torus z- wire,1
E108,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,1
E109,dbcr0=<*> dbsr=<*> ccr0=<*>,1
E110,r24=<*> r25=<*> r26=<*> r27=<*>,1
E111,"PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",1
E112,minus normalized number..................<*>,1
E113,fraction rounded.........................<*>,1
E114,"critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",1
E115,size of scratchpad portion of L3.........<*> (<*>),1
E116,ciod: LOGIN chdir(<*>) failed: Input/output error,1
E117,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,1
E118,"ciod: Error loading <*>: program image too big, <*> > <*>",1
E119,fpr29=<*>,1
E120,Machine State Register: <*>,1
