EventID,EventTemplate,Occurrence
E63,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> dfl dfl),1
E64,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> high level),1
E65,Interpreter enabled,1
E66,Local APIC address <*>,1
E67,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>),1
E68,PCI <*> Bridge [PCI0] (<*>),1
E69,Power Button (FF) [PWRF],1
E70,RSDP (<*> DELL ) @ <*>,1
E71,Subsystem revision <*>,1
E72,Using IOAPIC for interrupt routing,1
E73,Intel(R) Xeon(TM) CPU <*> stepping <*>,1
E74,colour VGA+ <*>,1
E75,<*> <*> <*> ak Exp $,1
E76,"routing cache hash table of <*> buckets, <*>",1
E77,PCI Hot Plug PCI Core version: <*>,1
E78,"<*>=LABEL=/ initrd=<*> console=<*> console=<*>,<*> fastboot BOOT_IMAGE=<*>",1
E79,Using software bounce buffering for IO (SWIOTLB),1
E80,Probing PCI hardware (bus <*>),1
E81,Transparent bridge - <*>,1
E82,Using ACPI for IRQ routing,1
E83,Using MMCONFIG at <*>,1
E84,Using configuration type <*>,1
E85,Compressed image found at block <*>,1
E86,Disabled at runtime.,1
E87,Initializing.,1
E88,Registering netfilter hooks,1
E89,Starting in permissive mode,1
E90,Unregistering netfilter hooks,1
E91,Hash tables configured (established <*> bind <*>),1
E92,Direct-Access ANSI SCSI revision: <*>,1
E93,Processor ANSI SCSI revision: <*>,1
E94,Disk quotas <*>,1
E95,Mounted <*> (ext2 filesystem).,1
E96,MegaRAID Model: LD <*> RAID1 <*> Rev: <*>,1
E97,PE/PV Model: <*> SCSI BP Rev: <*>,1
E98,initialized,1
E99,initializing netlink socket (disabled),1
E100,passed.,1
E101,<*>-ioctl (<*>) initialised: <*>,1
E102,<*>:USB HID core driver,1
E103,eth0: <*>: NIC Link is Up <*> Mbps Full Duplex,1
E104,no floppy controllers found,1
E105,RNG not detected,1
E106,Assuming <*> system bus speed for PIO modes; override with idebus=xx,1
E107,Unknown cmd fd(<*>) cmd(<*>){<*>} arg(<*>) on <*>,1
E108,Installing public key data,1
E109,"md driver <*> MAX_MD_DEVS=<*>, MD_SB_DISKS=<*>",1
E110,fw version:[<*>] bios version:[<*>],1
E111,probe new device <*>: bus <*>:slot <*>:func <*>,1
E112,PS/<*> mouse device common for all mice,1
E113,<*> (<*>),1
E114,rpc.statd startup succeeded,1
E115,portmap startup succeeded,1
E116,Starting ts_fixup: succeeded,1
E117,Version <*> Starting,1
E118,LSI Logic MegaRAID driver,1
E119,scanning scsi channel <*> [Phy <*>] for non-raid devices,1
E120,scanning scsi channel <*> [virtual] for logical drives,1
E121,asking for cache data failed,1
E122,assuming drive cache: write through,1
E123,sda1 sda2 sda3 sda4,1
E124,Registering secondary module capability,1
E125,"<*> AUX port at <*>,<*> irq <*>",1
E126,"<*> KBD port at <*>,<*> irq <*>",1
E127,syslog-ng startup succeeded,1
E128,syslog-ng version <*> starting,1
E129,Detected <*> MHz processor.,1
E130,Using <*> MHz HPET timer.,1
E131,Using HPET based timekeeping.,1
E132,Creating Topspin <*> entries:,1
E133,registered new driver hiddev,1
E134,registered new driver hub,1
E135,registered new driver usbfs,1
E136,registered new driver usbhid,1
E137,probe of vesafb0 failed with error <*>,1
E138,Mounting NFS filesystems: succeeded,1
E139,Mounting other filesystems: failed,1
E140,Warning: we failed to resolve trusted host name <*>,1
E141,gmetad startup succeeded,1
E142,Server listening on :: port <*>.,1
E143,error: Bind to port <*> on <*> failed: Address already in use.,1
E144,Cannot open file <*> for writing (No such file or directory),1
E145,Changing permissions on special file <*>,1
E146,xinetd startup succeeded,1
E147,Started working: <*> available service,1
E148,xinetd Version <*> started with libwrap loadavg options compiled in.,1
E149,"Device: <*>, Temperature changed <*> Celsius to <*> Celsius since last report",1
