EventID,EventTemplate,Occurrence
E45,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> dat=<*> typ=<*> flg=<*> cmp=<*> (has extras) }",7
E46,"updateLightsLocked,turn off notificationLight",6
E47,logNotificationVisibilityChanges runInThread start,6
E48,onNotificationVisibilityChanged called,6
E49,logNotificationVisibilityChanges runInThread over,6
E50,The change in focus caused us to need to do a layout begin,6
E51,The change in focus caused us to need to do a layout end,6
E52,cleanUpApplicationRecord -- <*>,6
E53,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>",6
E54,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>",6
E55,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=<*>,6
E56,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>,6
E57,mVisiblity.getValue is <*>,5
E58,getNeighboringCellInfo calling app is <*>,5
E59,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide,4
E60,"updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == null?true",4
E61,"ActivityRecord info: ActivityInfo{<*> <*>}, euid: <*>",4
E62,"Taking screenshot from Surface with crop:[Rect(<*>, <*> - <*>, <*>)], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[<*>], rot:[<*>]",4
E63,makeExpandedInvisible: mExpandedVisible=<*>,4
E64,"ActivityManagerService,attachApplication,callingPid = <*>",4
E65,received broadcast <*>,4
E66,mHeadsUpExistenceChangedRunnable,4
E67,visible is <*>,3
E68,"rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED",3
E69,"Application requested orientation <*>, got rotation <*> which has compatible metrics",3
E70,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,3
E71,registerCallback not in UI.,3
E72,<*>: Must execute in UI,3
E73,disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >,3
E74,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> android broadcastIntent}}},repeatInterval = <*>,listenerTag =time_tick",3
E75,Received TIME_TICK alarm; rescheduling,3
E76,scheduleTimeTickEvent triggerAtTime = <*>,3
E77,handleTimeUpdate,3
E78,getRingerMode...,3
E79,getAllCellInfo is blocked by permission manager . callingPackage = <*>,3
E80,visible is <*> gt <*>,2
E81,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching,2
E82,"onTouchEvent::<*>, x=<*>, y=<*>",2
E83,getRingtonePlayer...,2
E84,onExpandingStarted,2
E85,"flingToHeight: vel=<*>, expand=<*>, target=<*>, collapseSpeedUpFactor=<*>, expandBecauseOfFalsing=<*>",2
E86,onExpandingFinished,2
E87,Sending non-protected broadcast <*> from system <*> pkg <*>,2
E88,"onInterceptTouchEvent MotionEvent { action=ACTION_DOWN, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>",2
E89,"onInterceptTouchEvent MotionEvent { action=ACTION_UP, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=TOOL_TYPE_FINGER, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>",2
E90,onNotificationClick called,2
E91,"cancelNotification,cancelNotificationLocked,callingUid = <*>,callingPid = <*>",2
E92,"cancelNotificationLocked called,tell the app,reason = <*>",2
E93,cancelNotificationLocked:<*>|<*>|<*>|<*>|<*>,2
E94,"cancelNotificationLocked,remove =<*>",2
E95,applyOptionsLocked: Unknown animationType=<*>,2
E96,removeNotification:<*>|<*>|<*>|<*>|<*>,2
E97,setWiredDeviceConnectionState type: <*> state: <*>,2
E98,getDevicesForStream streamType: <*>,2
E99,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}},repeatInterval = <*>,listenerTag =<*>",2
E100,enqueueNotificationInternal: n.getKey = <*>,2
E101,"updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == null?false",2
E102,addNotification key=<*>|<*>|<*>|<*>|<*>,2
E103,Marking notification as seen <*>|<*>|<*>|<*>|<*>,2
E104,onNotificationExpansionChanged called,2
E105,START u0 {act=<*> cat=[<*>] flg=<*> cmp=<*> bnds=<*>} from uid <*> on display <*>,2
E106,"ACTIVITY check resid: <*>, size=<*>",2
E107,RefreshBatteryInfo isBatteryLow: <*>,2
E108,"printFreezingDisplayLogsopening app wtoken = AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>/.<*> t761}}}, allDrawn= <*>, startingDisplayed = <*>, startingMoved = <*>, isRelaunching = <*>",1
E109,"orientation change is complete, call stopFreezingDisplayLocked",1
E110,Screen frozen for <*> due to Window{<*> u0 <*>},1
E111,startAnimation begin,1
E112,startAnimation end,1
E113,Bad activity token: <*>@<*>,1
E114,<*>: <*> cannot be cast to <*>$Token,1
E115,schedulePeek,1
E116,onTrackingStarted,1
E117,onTrackingStopped: <*>,1
E118,isSimPinSecure mSimDatas is <*> or empty,1
E119,*** register callback for <*>@<*>,1
E120,*** unregister callback for <*>,1
E121,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>,1
E122,[PhoneIntfMgr] getDataEnabled: subId=<*> retVal=<*>,1
E123,START u0 {act=<*> flg=<*> cmp=<*> (has extras)} from uid <*> on display <*>,1
E124,*** unregister callback for <*>@<*>,1
E125,"Start dump, calling from : pid=<*>, uid=<*>",1
E126,isBluetoothA2dpOn...,1
E127,isBluetoothScoOn...,1
E128,getMode...,1
E129,setSpeakerphoneOn on: <*>,1
E130,setSpeakerphoneOn on:<*>,1
E131,Killing <*> (adj <*>): empty for <*>,1
E132,Unable to start service Intent { act=<*> cmp=<*> } U=<*>: not found,1
E133,unregisterAudioFocusListener...,1
E134,abandonAudioFocus,1
E135,"[HSM] stayAwake <*> uid: <*>, pid: <*>",1
E136,Pid:<*> MediaPlayer destructor,1
E137,Process <*>:qzone (pid <*>) has died,1
E138,Scheduling restart of crashed service <*> in <*>,1
E139,"new Process app=ProcessRecord{<*> <*>}, name: <*>:qzone, euid: <*>",1
E140,Start proc <*> for service <*>,1
E141,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=[<*>] sound=<*> tick defaults=<*> flags=<*> color=<*> vis=PRIVATE),1
E142,getCellLocation is blocked by permission manager uid:<*> pid:<*>,1
E143,isWiredHeadsetOn...,1
E144,"setDataSource(<*>, <*>, <*>)",1
E145,getStreamVolume treamType: <*>,1
E146,"updateIsPoweredLocked: wasPowered=<*>, mIsPowered=<*>, oldPlugType=<*>, mPlugType=<*>, mBatteryLevel=<*>",1
E147,ACTION_BATTERY_CHANGED AMP: <*>; Volt: <*>,1
E148,updateChargingLocked: charging=<*>,1
E149,"onReceive, action:<*>",1
E150,ACTION_BATTERY_CHANGED pluggedType: <*>,1
E151,ApStaDisabledState what=<*>,1
E152,DefaultState what=<*>,1
E153,battery changed pluggedType: <*>,1
E154,ChargingSpeed Wattage: <*> ST: <*> --> <*>,1
E155,handleBatteryUpdate,1
E156,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=[<*>] sound=<*> tick defaults=<*> flags=<*> color=<*> category=msg vis=PRIVATE),1
E157,START u0 {flg=<*> cmp=<*> (has extras)} from uid <*> on display <*>,1
E158,startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=<*> cmp=<*> (has extras) },1
