Content,Tmps,EventTemplate
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,"{
{
v
a
r
i
a
b
l
e
}
}
:
:
s
e
t
A
w
d
l
A
u
t
o
M
o
d
e
 
R
e
s
u
m
i
n
g
 
A
W
D
L",<*>::setAwdlAutoMode Resuming AWDL
__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,"-
[
N
e
t
w
o
r
k
A
n
a
l
y
t
i
c
s
E
n
g
i
n
e
 
_
w
r
i
t
e
J
o
u
r
n
a
l
R
e
c
o
r
d
:
f
r
o
m
C
e
l
l
F
i
n
g
e
r
p
r
i
n
t
:
k
e
y
:
a
t
L
O
I
:
o
f
K
i
n
d
:
l
q
m
:
i
s
F
a
u
l
t
y
:
]
 
H
a
s
h
i
n
g
 
o
f
 
t
h
e
 
p
r
i
m
a
r
y
 
k
e
y
 
f
a
i
l
e
d
.
 
D
r
o
p
p
i
n
g
 
t
h
e
 
j
o
u
r
n
a
l
 
r
e
c
o
r
d
.",__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>
"ARPT: 620896.311264: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","A
R
P
T
:
 
{
{
v
a
r
i
a
b
l
e
}
}
:
 
w
l
0
:
 
M
D
N
S
:
 
0
 
S
R
V
 
R
e
c
s
,
 
0
 
T
X
T
 
R
e
c
s","ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
AppleCamIn::systemWakeCall - messageType = 0xE0000340,"A
p
p
l
e
C
a
m
I
n
:
:
s
y
s
t
e
m
W
a
k
e
C
a
l
l
 
-
 
m
e
s
s
a
g
e
T
y
p
e
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}",AppleCamIn::systemWakeCall - messageType = <*>
"setting hostname to ""authorMacBook-Pro.local""","s
e
t
t
i
n
g
 
h
o
s
t
n
a
m
e
 
t
o
 
""
{
{
v
a
r
i
a
b
l
e
}
}
""","setting hostname to ""<*>"""
"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 439034 seconds.  Ignoring.","c
o
m
.
a
p
p
l
e
.
{
{
v
a
r
i
a
b
l
e
}
}
:
 
s
c
h
e
d
u
l
e
r
_
e
v
a
l
u
a
t
e
_
a
c
t
i
v
i
t
y
 
t
o
l
d
 
m
e
 
t
o
 
r
u
n
 
t
h
i
s
 
j
o
b
;
 
h
o
w
e
v
e
r
,
 
b
u
t
 
t
h
e
 
s
t
a
r
t
 
t
i
m
e
 
i
s
n
'
t
 
f
o
r
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
e
c
o
n
d
s
.
 
I
g
n
o
r
i
n
g
.
{
{
v
a
r
i
a
b
l
e
}
}
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
d
e
n
y
 
n
e
t
w
o
r
k
-
o
u
t
b
o
u
n
d
 
{
{
v
a
r
i
a
b
l
e
}
}
S
a
n
d
b
o
x
:
 
{
{
v
a
r
i
a
b
l
e
}
}
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
d
e
n
y
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
n
e
t
w
o
r
k
-
o
u
t
b
o
u
n
d
 
{
{
v
a
r
i
a
b
l
e
}
}","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,"C
C
I
O
R
e
p
o
r
t
e
r
F
o
r
m
a
t
t
e
r
:
:
a
d
d
R
e
g
i
s
t
r
y
C
h
i
l
d
T
o
C
h
a
n
n
e
l
D
i
c
t
i
o
n
a
r
y
 
s
t
r
e
a
m
s
 
7",CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>
[09:21:58.929] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,"{
{
v
a
r
i
a
b
l
e
}
}",[<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.
"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2450 seconds.  Ignoring.","c
o
m
.
a
p
p
l
e
.
{
{
v
a
r
i
a
b
l
e
}
}
:
 
s
c
h
e
d
u
l
e
r
_
e
v
a
l
u
a
t
e
_
a
c
t
i
v
i
t
y
 
t
o
l
d
 
m
e
 
t
o
 
r
u
n
 
t
h
i
s
 
j
o
b
;
 
h
o
w
e
v
e
r
,
 
b
u
t
 
t
h
e
 
s
t
a
r
t
 
t
i
m
e
 
i
s
n
'
t
 
f
o
r
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
e
c
o
n
d
s
.
 
I
g
n
o
r
i
n
g
.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,"{
{
v
a
r
i
a
b
l
e
}
}
:
:
s
e
t
A
w
d
l
A
u
t
o
M
o
d
e
 
R
e
s
u
m
i
n
g
 
A
W
D
L",<*>::setAwdlAutoMode Resuming AWDL
AirPort: Link Down on awdl0. Reason 1 (Unspecified).,"A
i
r
P
o
r
t
:
 
L
i
n
k
 
D
o
w
n
 
o
n
 
a
w
d
l
0
.
 
R
e
a
s
o
n
 
1
 
(
U
n
s
p
e
c
i
f
i
e
d
)
.",AirPort: Link Down on awdl0. Reason <*> (Unspecified).
IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,"{
{
v
a
r
i
a
b
l
e
}
}
(
{
{
v
a
r
i
a
b
l
e
}
}
)
:
:
l
i
s
t
e
n
e
r
C
a
l
l
b
a
c
k
 
-
 
T
h
u
n
d
e
r
b
o
l
t
 
H
P
D
 
p
a
c
k
e
t
 
f
o
r
 
r
o
u
t
e
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
 
p
o
r
t
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}
 
u
n
p
l
u
g
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}",<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
"PM response took 2010 ms (54, powerd)","P
M
 
r
e
s
p
o
n
s
e
 
t
o
o
k
 
{
{
v
a
r
i
a
b
l
e
}
}
 
m
s
 
(
5
4
,
 
p
o
w
e
r
d
)","PM response took <*> ms (<*>, powerd)"
"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438666 seconds.  Ignoring.","c
o
m
.
a
p
p
l
e
.
{
{
v
a
r
i
a
b
l
e
}
}
:
 
s
c
h
e
d
u
l
e
r
_
e
v
a
l
u
a
t
e
_
a
c
t
i
v
i
t
y
 
t
o
l
d
 
m
e
 
t
o
 
r
u
n
 
t
h
i
s
 
j
o
b
;
 
h
o
w
e
v
e
r
,
 
b
u
t
 
t
h
e
 
s
t
a
r
t
 
t
i
m
e
 
i
s
n
'
t
 
f
o
r
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
e
c
o
n
d
s
.
 
I
g
n
o
r
i
n
g
.
{
{
v
a
r
i
a
b
l
e
}
}
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
d
e
n
y
 
n
e
t
w
o
r
k
-
o
u
t
b
o
u
n
d
 
{
{
v
a
r
i
a
b
l
e
}
}
S
a
n
d
b
o
x
:
 
{
{
v
a
r
i
a
b
l
e
}
}
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
d
e
n
y
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
n
e
t
w
o
r
k
-
o
u
t
b
o
u
n
d
 
{
{
v
a
r
i
a
b
l
e
}
}","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
"ARPT: 621131.293163: wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:4c:18:13, last RSSI -64","e
n
0
:
 
B
S
S
I
D
 
c
h
a
n
g
e
d
 
t
o
 
{
{
v
a
r
i
a
b
l
e
}
}
e
n
0
:
 
c
h
a
n
n
e
l
 
c
h
a
n
g
e
d
 
t
o
 
{
{
v
a
r
i
a
b
l
e
}
}
A
R
P
T
:
 
{
{
v
a
r
i
a
b
l
e
}
}
:
 
w
l
0
:
 
M
D
N
S
:
 
I
P
V
6
 
A
d
d
r
:
 
{
{
v
a
r
i
a
b
l
e
}
}
A
R
P
T
:
 
{
{
v
a
r
i
a
b
l
e
}
}
:
 
w
l
0
:
 
R
o
a
m
e
d
 
o
r
 
s
w
i
t
c
h
e
d
 
c
h
a
n
n
e
l
,
 
r
e
a
s
o
n
 
#
{
{
v
a
r
i
a
b
l
e
}
}
,
 
b
s
s
i
d
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
l
a
s
t
 
R
S
S
I
 
{
{
v
a
r
i
a
b
l
e
}
}","ARPT: <*>: wl0: Roamed or switched channel, reason #<*>, bssid 5c:<*>:4c:<*>, last RSSI -<*>"
"ARPT: 621145.554555: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,","A
R
P
T
:
 
{
{
v
a
r
i
a
b
l
e
}
}
:
 
{
{
v
a
r
i
a
b
l
e
}
}
 
I
n
f
o
r
m
a
t
i
o
n
:
 
o
n
S
l
e
e
p
,
 
 
S
l
e
e
p
T
y
p
e
:
 
N
o
r
m
a
l
 
S
l
e
e
p
,
 
 
'
E
x
t
e
r
n
a
l
C
o
n
n
e
c
t
e
d
'
:
 
Y
e
s
,
 
'
T
i
m
e
R
e
m
a
i
n
i
n
g
'
:
 
0
,","ARPT: <*>: <*> Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': <*>,"
"ARPT: 621146.080894: wl0: wl_update_tcpkeep_seq: Original Seq: 3014995849, Ack: 2590995288, Win size: 4096","A
R
P
T
:
 
{
{
v
a
r
i
a
b
l
e
}
}
:
 
w
l
0
:
 
w
l
_
u
p
d
a
t
e
_
t
c
p
k
e
e
p
_
s
e
q
:
 
O
r
i
g
i
n
a
l
 
S
e
q
:
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
A
c
k
:
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
W
i
n
 
s
i
z
e
:
 
4
0
9
6","ARPT: <*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>"
nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,"n
w
_
n
a
t
6
4
_
p
o
s
t
_
n
e
w
_
i
f
s
t
a
t
e
 
s
u
c
c
e
s
s
f
u
l
l
y
 
c
h
a
n
g
e
d
 
N
A
T
6
4
 
i
f
s
t
a
t
e
 
f
r
o
m
 
{
{
v
a
r
i
a
b
l
e
}
}
 
t
o
 
{
{
v
a
r
i
a
b
l
e
}
}",nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>
"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2165 seconds.  Ignoring.","c
o
m
.
a
p
p
l
e
.
{
{
v
a
r
i
a
b
l
e
}
}
:
 
s
c
h
e
d
u
l
e
r
_
e
v
a
l
u
a
t
e
_
a
c
t
i
v
i
t
y
 
t
o
l
d
 
m
e
 
t
o
 
r
u
n
 
t
h
i
s
 
j
o
b
;
 
h
o
w
e
v
e
r
,
 
b
u
t
 
t
h
e
 
s
t
a
r
t
 
t
i
m
e
 
i
s
n
'
t
 
f
o
r
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
e
c
o
n
d
s
.
 
I
g
n
o
r
i
n
g
.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 13090 seconds.  Ignoring.",,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","{
{
v
a
r
i
a
b
l
e
}
}
:
:
{
{
f
u
n
c
t
i
o
n
}
}",<*>::<*>
"network_reachability_changed : network is not reachable, netbiosd is shutting down","N
E
T
W
O
R
K
:
 
r
e
q
u
e
r
y
,
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
i
t
e
m
s
,
 
f
Q
u
e
r
y
R
e
t
r
i
e
s
,
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
L
a
s
t
R
e
t
r
y
T
i
m
e
s
t
a
m
p
,
 
{
{
v
a
r
i
a
b
l
e
}
}","network_reachability_changed : network is not reachable, netbiosd is shutting down"
CCFile::captureLogRun() Exiting CCFile::captureLogRun,"C
C
F
i
l
e
:
:
c
a
p
t
u
r
e
L
o
g
R
u
n
(
)
 
E
x
i
t
i
n
g
 
C
C
F
i
l
e
:
:
c
a
p
t
u
r
e
L
o
g
R
u
n
C
C
F
i
l
e
:
:
c
a
p
t
u
r
e
L
o
g
C
C
F
i
l
e
:
:
c
a
p
t
u
r
e
L
o
g
R
u
n
 
S
k
i
p
p
i
n
g
 
c
u
r
r
e
n
t
 
f
i
l
e
 
D
i
r
 
f
i
l
e
 
[
{
{
v
a
r
i
a
b
l
e
}
}
,
{
{
v
a
r
i
a
b
l
e
}
}
,
{
{
v
a
r
i
a
b
l
e
}
}
]
-
{
{
v
a
r
i
a
b
l
e
}
}
,
 
C
u
r
r
e
n
t
 
F
i
l
e
 
[
{
{
v
a
r
i
a
b
l
e
}
}
,
{
{
v
a
r
i
a
b
l
e
}
}
,
{
{
v
a
r
i
a
b
l
e
}
}
]
-
{
{
v
a
r
i
a
b
l
e
}
}
C
C
F
i
l
e
:
:
c
a
p
t
u
r
e
L
o
g
R
u
n
(
)
 
E
x
i
t
i
n
g
 
C
C
F
i
l
e
:
:
c
a
p
t
u
r
e
L
o
g
R
u
n",CCFile::captureLogRun() Exiting CCFile::captureLogRun
Thermal pressure state: 1 Memory pressure state: 0,"T
h
e
r
m
a
l
 
p
r
e
s
s
u
r
e
 
s
t
a
t
e
:
 
{
{
v
a
r
i
a
b
l
e
}
}
 
M
e
m
o
r
y
 
p
r
e
s
s
u
r
e
 
s
t
a
t
e
:
 
{
{
v
a
r
i
a
b
l
e
}
}",Thermal pressure state: <*> Memory pressure state: <*>
"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2039 seconds.  Ignoring.","c
o
m
.
a
p
p
l
e
.
{
{
v
a
r
i
a
b
l
e
}
}
:
 
s
c
h
e
d
u
l
e
r
_
e
v
a
l
u
a
t
e
_
a
c
t
i
v
i
t
y
 
t
o
l
d
 
m
e
 
t
o
 
r
u
n
 
t
h
i
s
 
j
o
b
;
 
h
o
w
e
v
e
r
,
 
b
u
t
 
t
h
e
 
s
t
a
r
t
 
t
i
m
e
 
i
s
n
'
t
 
f
o
r
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
e
c
o
n
d
s
.
 
I
g
n
o
r
i
n
g
.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
com.apple.Addres(31211) deny network-outbound /private/var/run/mDNSResponder,"{
{
v
a
r
i
a
b
l
e
}
}
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
d
e
n
y
 
n
e
t
w
o
r
k
-
o
u
t
b
o
u
n
d
 
{
{
v
a
r
i
a
b
l
e
}
}",<*>(<*>) deny network-outbound <*>
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,"{
{
v
a
r
i
a
b
l
e
}
}
:
:
s
e
t
A
w
d
l
A
u
t
o
M
o
d
e
 
R
e
s
u
m
i
n
g
 
A
W
D
L",<*>::setAwdlAutoMode Resuming AWDL
ARPT: 621241.634070: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,"A
R
P
T
:
 
{
{
v
a
r
i
a
b
l
e
}
}
:
 
w
l
0
:
 
M
D
N
S
:
 
I
P
V
6
 
A
d
d
r
:
 
{
{
v
a
r
i
a
b
l
e
}
}",ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>
AirPort: Link Up on en0,"A
i
r
P
o
r
t
:
 
L
i
n
k
 
U
p
 
o
n
 
{
{
v
a
r
i
a
b
l
e
}
}",AirPort: Link Up on <*>
"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438274 seconds.  Ignoring.","c
o
m
.
a
p
p
l
e
.
{
{
v
a
r
i
a
b
l
e
}
}
:
 
s
c
h
e
d
u
l
e
r
_
e
v
a
l
u
a
t
e
_
a
c
t
i
v
i
t
y
 
t
o
l
d
 
m
e
 
t
o
 
r
u
n
 
t
h
i
s
 
j
o
b
;
 
h
o
w
e
v
e
r
,
 
b
u
t
 
t
h
e
 
s
t
a
r
t
 
t
i
m
e
 
i
s
n
'
t
 
f
o
r
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
e
c
o
n
d
s
.
 
I
g
n
o
r
i
n
g
.
{
{
v
a
r
i
a
b
l
e
}
}
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
d
e
n
y
 
n
e
t
w
o
r
k
-
o
u
t
b
o
u
n
d
 
{
{
v
a
r
i
a
b
l
e
}
}
S
a
n
d
b
o
x
:
 
{
{
v
a
r
i
a
b
l
e
}
}
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
d
e
n
y
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
n
e
t
w
o
r
k
-
o
u
t
b
o
u
n
d
 
{
{
v
a
r
i
a
b
l
e
}
}","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1849 seconds.  Ignoring.","c
o
m
.
a
p
p
l
e
.
{
{
v
a
r
i
a
b
l
e
}
}
:
 
s
c
h
e
d
u
l
e
r
_
e
v
a
l
u
a
t
e
_
a
c
t
i
v
i
t
y
 
t
o
l
d
 
m
e
 
t
o
 
r
u
n
 
t
h
i
s
 
j
o
b
;
 
h
o
w
e
v
e
r
,
 
b
u
t
 
t
h
e
 
s
t
a
r
t
 
t
i
m
e
 
i
s
n
'
t
 
f
o
r
 
{
{
v
a
r
i
a
b
l
e
}
}
 
s
e
c
o
n
d
s
.
 
I
g
n
o
r
i
n
g
.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
Sandbox: com.apple.Addres(31229) deny(1) network-outbound /private/var/run/mDNSResponder,"S
a
n
d
b
o
x
:
 
c
o
m
.
a
p
p
l
e
.
A
d
d
r
e
s
(
{
{
v
a
r
i
a
b
l
e
}
}
)
 
d
e
n
y
(
1
)
 
n
e
t
w
o
r
k
-
o
u
t
b
o
u
n
d
 
/
p
r
i
v
a
t
e
/
v
a
r
/
r
u
n
/
m
D
N
S
R
e
s
p
o
n
d
e
r",Sandbox: com.apple.Addres(<*>) deny(<*>) network-outbound <*>
mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),"m
D
N
S
_
D
e
r
e
g
i
s
t
e
r
I
n
t
e
r
f
a
c
e
:
 
F
r
e
q
u
e
n
t
 
t
r
a
n
s
i
t
i
o
n
s
 
f
o
r
 
i
n
t
e
r
f
a
c
e
 
{
{
v
a
r
i
a
b
l
e
}
}
 
(
{
{
v
a
r
i
a
b
l
e
}
}
)",mDNS_DeregisterInterface: Frequent transitions for interface <*> (<*>)
ARPT: 621342.242614: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],"A
R
P
T
:
 
{
{
v
a
r
i
a
b
l
e
}
}
:
 
A
i
r
P
o
r
t
_
B
r
c
m
4
3
x
x
:
:
p
l
a
t
f
o
r
m
W
o
W
E
n
a
b
l
e
:
 
W
W
E
N
[
e
n
a
b
l
e
]",ARPT: <*>: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]
AirPort: Link Up on awdl0,"A
i
r
P
o
r
t
:
 
L
i
n
k
 
U
p
 
o
n
 
{
{
v
a
r
i
a
b
l
e
}
}",AirPort: Link Up on <*>
AppleCamIn::systemWakeCall - messageType = 0xE0000340,"A
p
p
l
e
C
a
m
I
n
:
:
s
y
s
t
e
m
W
a
k
e
C
a
l
l
 
-
 
m
e
s
s
a
g
e
T
y
p
e
 
=
 
{
{
v
a
r
i
a
b
l
e
}
}",AppleCamIn::systemWakeCall - messageType = <*>
ARPT: 621389.379319: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,"A
R
P
T
:
 
{
{
v
a
r
i
a
b
l
e
}
}
:
 
w
l
0
:
 
M
D
N
S
:
 
I
P
V
6
 
A
d
d
r
:
 
{
{
v
a
r
i
a
b
l
e
}
}",ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>
