Content,Tmps,EventTemplate
visible is system.message.count gt 0,"r
e
a
d
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
p
o
l
i
c
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
a
k
e
f
u
l
n
e
s
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
k
s
u
m
m
a
r
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
u
a
s
u
m
m
a
r
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
b
o
o
t
c
o
m
p
l
e
t
e
d
=
{
{
v
a
r
i
a
b
l
e
}
}
,
b
o
o
s
t
i
n
p
r
o
g
r
e
s
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
a
i
t
m
o
d
e
e
n
a
b
l
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
m
o
d
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
m
a
n
u
a
l
=
{
{
v
a
r
i
a
b
l
e
}
}
,
a
u
t
o
=
{
{
v
a
r
i
a
b
l
e
}
}
,
a
d
j
=
{
{
v
a
r
i
a
b
l
e
}
}
.
0
u
s
e
r
I
d
=
{
{
v
a
r
i
a
b
l
e
}
}",visible is system.message.count gt <*>
mVisiblity.getValue is false,"m
V
i
s
i
b
l
i
t
y
.
g
e
t
V
a
l
u
e
 
i
s
 
f
a
l
s
e",mVisiblity.getValue is <*>
visible is system.ownerinfo.show,"r
e
a
d
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
p
o
l
i
c
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
a
k
e
f
u
l
n
e
s
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
k
s
u
m
m
a
r
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
u
a
s
u
m
m
a
r
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
b
o
o
t
c
o
m
p
l
e
t
e
d
=
{
{
v
a
r
i
a
b
l
e
}
}
,
b
o
o
s
t
i
n
p
r
o
g
r
e
s
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
a
i
t
m
o
d
e
e
n
a
b
l
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
m
o
d
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
m
a
n
u
a
l
=
{
{
v
a
r
i
a
b
l
e
}
}
,
a
u
t
o
=
{
{
v
a
r
i
a
b
l
e
}
}
,
a
d
j
=
{
{
v
a
r
i
a
b
l
e
}
}
.
0
u
s
e
r
I
d
=
{
{
v
a
r
i
a
b
l
e
}
}",visible is system.ownerinfo.show
mVisiblity.getValue is false,"m
V
i
s
i
b
l
i
t
y
.
g
e
t
V
a
l
u
e
 
i
s
 
f
a
l
s
e",mVisiblity.getValue is <*>
"release:lock=233570404, flg=0x0, tag=""View Lock"", name=com.android.systemui"", ws=null, uid=10037, pid=2227","r
e
l
e
a
s
e
:
l
o
c
k
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
l
g
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
t
a
g
=
""
{
{
v
a
r
i
a
b
l
e
}
}
""
,
 
n
a
m
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
w
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
p
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}","release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x23,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","r
e
a
d
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
p
o
l
i
c
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
a
k
e
f
u
l
n
e
s
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
k
s
u
m
m
a
r
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
u
a
s
u
m
m
a
r
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
b
o
o
t
c
o
m
p
l
e
t
e
d
=
{
{
v
a
r
i
a
b
l
e
}
}
,
b
o
o
s
t
i
n
p
r
o
g
r
e
s
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
a
i
t
m
o
d
e
e
n
a
b
l
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
m
o
d
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
m
a
n
u
a
l
=
{
{
v
a
r
i
a
b
l
e
}
}
,
a
u
t
o
=
{
{
v
a
r
i
a
b
l
e
}
}
,
a
d
j
=
{
{
v
a
r
i
a
b
l
e
}
}
.
0
u
s
e
r
I
d
=
{
{
v
a
r
i
a
b
l
e
}
}","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
Skipping AppWindowToken{df0798e token=Token{78af589 ActivityRecord{3b04890 u0 com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity t761}}} -- going to hide,"S
k
i
p
p
i
n
g
 
A
p
p
W
i
n
d
o
w
T
o
k
e
n
{
{
{
v
a
r
i
a
b
l
e
}
}
}
 
-
-
 
g
o
i
n
g
 
t
o
 
h
i
d
e",Skipping <*>} -- going to hide
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-24.0","u
p
d
a
t
e
C
l
i
p
p
i
n
g
 
i
s
O
v
e
r
l
a
p
:
f
a
l
s
e
,
 
g
e
t
T
o
p
P
a
d
d
i
n
g
=
3
3
3
.
0
,
 
T
r
a
n
s
l
a
t
i
o
n
=
{
{
v
a
r
i
a
b
l
e
}
}","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
updateDimmedActivatedHideSensitive overlap:false,"u
p
d
a
t
e
D
i
m
m
e
d
A
c
t
i
v
a
t
e
d
H
i
d
e
S
e
n
s
i
t
i
v
e
 
o
v
e
r
l
a
p
:
{
{
v
a
r
i
a
b
l
e
}
}",updateDimmedActivatedHideSensitive overlap:<*>
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,"g
e
t
T
a
s
k
s
:
 
c
a
l
l
e
r
 
{
{
v
a
r
i
a
b
l
e
}
}
 
d
o
e
s
 
n
o
t
 
h
o
l
d
 
R
E
A
L
_
G
E
T
_
T
A
S
K
S
;
 
l
i
m
i
t
i
n
g
 
o
u
t
p
u
t
g
e
t
R
u
n
n
i
n
g
A
p
p
P
r
o
c
e
s
s
e
s
:
 
c
a
l
l
e
r
 
{
{
v
a
r
i
a
b
l
e
}
}
 
d
o
e
s
 
n
o
t
 
h
o
l
d
 
R
E
A
L
_
G
E
T
_
T
A
S
K
S
;
 
l
i
m
i
t
i
n
g
 
o
u
t
p
u
t
o
v
e
r
l
a
p
A
m
o
u
n
t
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
p
r
e
v
i
o
u
s
N
o
t
i
f
i
c
a
t
i
o
n
E
n
d
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
n
e
w
Y
T
r
a
n
s
l
a
t
i
o
n
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
l
o
c
a
t
i
o
n
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
i
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
g
e
t
T
o
p
P
a
d
d
i
n
g
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
g
e
t
L
o
c
a
t
i
o
n
O
n
S
c
r
e
e
n
(
)
:
{
{
v
a
r
i
a
b
l
e
}
}
g
e
t
R
u
n
n
i
n
g
A
p
p
P
r
o
c
e
s
s
e
s
:
 
c
a
l
l
e
r
 
{
{
v
a
r
i
a
b
l
e
}
}
 
d
o
e
s
 
n
o
t
 
h
o
l
d
 
R
E
A
L
_
G
E
T
_
T
A
S
K
S
;
 
l
i
m
i
t
i
n
g
 
o
u
t
p
u
t",getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702","r
e
l
e
a
s
e
:
l
o
c
k
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
l
g
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
t
a
g
=
""
{
{
v
a
r
i
a
b
l
e
}
}
""
,
 
n
a
m
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
w
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
p
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}","release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x23,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","r
e
a
d
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
p
o
l
i
c
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
a
k
e
f
u
l
n
e
s
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
k
s
u
m
m
a
r
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
u
a
s
u
m
m
a
r
y
=
{
{
v
a
r
i
a
b
l
e
}
}
,
b
o
o
t
c
o
m
p
l
e
t
e
d
=
{
{
v
a
r
i
a
b
l
e
}
}
,
b
o
o
s
t
i
n
p
r
o
g
r
e
s
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
w
a
i
t
m
o
d
e
e
n
a
b
l
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
m
o
d
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
m
a
n
u
a
l
=
{
{
v
a
r
i
a
b
l
e
}
}
,
a
u
t
o
=
{
{
v
a
r
i
a
b
l
e
}
}
,
a
d
j
=
{
{
v
a
r
i
a
b
l
e
}
}
.
0
u
s
e
r
I
d
=
{
{
v
a
r
i
a
b
l
e
}
}","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)","s
e
t
S
y
s
t
e
m
U
i
V
i
s
i
b
i
l
i
t
y
 
v
i
s
=
{
{
v
a
r
i
a
b
l
e
}
}
 
m
a
s
k
=
{
{
v
a
r
i
a
b
l
e
}
}
 
o
l
d
V
a
l
=
{
{
v
a
r
i
a
b
l
e
}
}
 
n
e
w
V
a
l
=
{
{
v
a
r
i
a
b
l
e
}
}
 
d
i
f
f
=
{
{
v
a
r
i
a
b
l
e
}
}
 
f
u
l
l
s
c
r
e
e
n
S
t
a
c
k
V
i
s
=
{
{
v
a
r
i
a
b
l
e
}
}
 
d
o
c
k
e
d
S
t
a
c
k
V
i
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
u
l
l
s
c
r
e
e
n
S
t
a
c
k
B
o
u
n
d
s
=
R
e
c
t
(
{
{
v
a
r
i
a
b
l
e
}
}
,
 
{
{
v
a
r
i
a
b
l
e
}
}
 
-
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
{
{
v
a
r
i
a
b
l
e
}
}
)
,
 
d
o
c
k
e
d
S
t
a
c
k
B
o
u
n
d
s
=
R
e
c
t
(
{
{
v
a
r
i
a
b
l
e
}
}
,
 
{
{
v
a
r
i
a
b
l
e
}
}
 
-
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
{
{
v
a
r
i
a
b
l
e
}
}
)
n
o
t
i
f
y
U
i
V
i
s
i
b
i
l
i
t
y
C
h
a
n
g
e
d
:
v
i
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
S
y
s
t
e
m
U
i
V
i
s
i
b
i
l
i
t
y
=
{
{
v
a
r
i
a
b
l
e
}
}
A
c
q
u
i
r
i
n
g
 
s
u
s
p
e
n
d
 
b
l
o
c
k
e
r
 
""
P
o
w
e
r
M
a
n
a
g
e
r
S
e
r
v
i
c
e
.
W
a
k
e
L
o
c
k
s
""
.","setSystemUiVisibility vis=<*> mask=ffffffff oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)"
cancelAutohide,"o
v
e
r
l
a
p
A
m
o
u
n
t
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
p
r
e
v
i
o
u
s
N
o
t
i
f
i
c
a
t
i
o
n
E
n
d
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
n
e
w
Y
T
r
a
n
s
l
a
t
i
o
n
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
l
o
c
a
t
i
o
n
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
i
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
g
e
t
T
o
p
P
a
d
d
i
n
g
:
{
{
v
a
r
i
a
b
l
e
}
}
,
 
g
e
t
L
o
c
a
t
i
o
n
O
n
S
c
r
e
e
n
(
)
:
{
{
v
a
r
i
a
b
l
e
}
}",cancelAutohide
"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500","n
o
t
i
f
y
U
i
V
i
s
i
b
i
l
i
t
y
C
h
a
n
g
e
d
:
v
i
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
S
y
s
t
e
m
U
i
V
i
s
i
b
i
l
i
t
y
=
{
{
v
a
r
i
a
b
l
e
}
}","notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>"
Destroying surface Surface(name=SurfaceView - com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroyDeferredSurfaceLocked:942 com.android.server.wm.WindowManagerService.performDeferredDestroyWindow:3407 com.android.server.wm.Session.performDeferredDestroy:225 android.view.IWindowSession$Stub.onTransact:398 com.android.server.wm.Session.onTransact:136 android.os.Binder.execTransact:565 <bottom of call stack> <bottom of call stack>,"D
e
s
t
r
o
y
i
n
g
 
s
u
r
f
a
c
e
 
S
u
r
f
a
c
e
(
n
a
m
e
=
{
{
v
a
r
i
a
b
l
e
}
}
)
 
c
a
l
l
e
d
 
b
y
 
{
{
v
a
r
i
a
b
l
e
}
}
g
e
t
R
e
c
e
n
t
T
a
s
k
s
:
 
t
o
p
A
c
t
i
v
i
t
y
=
C
o
m
p
o
n
e
n
t
I
n
f
o
{
{
{
v
a
r
i
a
b
l
e
}
}
}
S
k
i
p
p
i
n
g
,
 
w
i
t
h
E
x
c
l
u
d
e
d
:
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
t
r
.
i
n
t
e
n
t
:
I
n
t
e
n
t
 
{
 
a
c
t
=
{
{
v
a
r
i
a
b
l
e
}
}
 
f
l
g
=
{
{
v
a
r
i
a
b
l
e
}
}
 
c
m
p
=
{
{
v
a
r
i
a
b
l
e
}
}
 
(
h
a
s
 
e
x
t
r
a
s
)
 
}
D
e
s
t
r
o
y
i
n
g
 
s
u
r
f
a
c
e
 
S
u
r
f
a
c
e
(
n
a
m
e
=
{
{
v
a
r
i
a
b
l
e
}
}
)
 
c
a
l
l
e
d
 
b
y
 
{
{
v
a
r
i
a
b
l
e
}
}",Destroying surface Surface(name=SurfaceView - com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroyDeferredSurfaceLocked:<*> com.android.server.wm.WindowManagerService.performDeferredDestroyWindow:<*> com.android.server.wm.Session.performDeferredDestroy:<*> android.view.IWindowSession$Stub.onTransact:<*> com.android.server.wm.Session.onTransact:<*> android.os.Binder.execTransact:<*> <bottom of call stack> <bottom of call stack>
Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowManagerService.tryStartExitingAnimation:3299 com.android.server.wm.WindowManagerService.relayoutWindow:3179 com.android.server.wm.Session.relayout:215 android.view.IWindowSession$Stub.onTransact:286 com.android.server.wm.Session.onTransact:136,"D
e
s
t
r
o
y
i
n
g
 
s
u
r
f
a
c
e
 
S
u
r
f
a
c
e
(
n
a
m
e
=
{
{
v
a
r
i
a
b
l
e
}
}
)
 
c
a
l
l
e
d
 
b
y
 
{
{
v
a
r
i
a
b
l
e
}
}
g
e
t
R
e
c
e
n
t
T
a
s
k
s
:
 
t
o
p
A
c
t
i
v
i
t
y
=
C
o
m
p
o
n
e
n
t
I
n
f
o
{
{
{
v
a
r
i
a
b
l
e
}
}
}
S
k
i
p
p
i
n
g
,
 
w
i
t
h
E
x
c
l
u
d
e
d
:
 
{
{
v
a
r
i
a
b
l
e
}
}
,
 
t
r
.
i
n
t
e
n
t
:
I
n
t
e
n
t
 
{
 
a
c
t
=
{
{
v
a
r
i
a
b
l
e
}
}
 
f
l
g
=
{
{
v
a
r
i
a
b
l
e
}
}
 
c
m
p
=
{
{
v
a
r
i
a
b
l
e
}
}
 
(
h
a
s
 
e
x
t
r
a
s
)
 
}
D
e
s
t
r
o
y
i
n
g
 
s
u
r
f
a
c
e
 
S
u
r
f
a
c
e
(
n
a
m
e
=
{
{
v
a
r
i
a
b
l
e
}
}
)
 
c
a
l
l
e
d
 
b
y
 
{
{
v
a
r
i
a
b
l
e
}
}",Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:<*> com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:<*> com.android.server.wm.WindowState.destroyOrSaveSurface:<*> com.android.server.wm.WindowManagerService.tryStartExitingAnimation:<*> com.android.server.wm.WindowManagerService.relayoutWindow:<*> com.android.server.wm.Session.relayout:<*> android.view.IWindowSession$Stub.onTransact:<*> com.android.server.wm.Session.onTransact:<*>
"release:lock=62617001, flg=0x0, tag=""WindowManager"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702","r
e
l
e
a
s
e
:
l
o
c
k
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
f
l
g
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
t
a
g
=
""
{
{
v
a
r
i
a
b
l
e
}
}
""
,
 
n
a
m
e
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
w
s
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
,
 
p
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}","release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
